"organization_id","nazwa","czlonkow","wierszy","tabel"
"ed935962-8e5b-4792-954d-5fc921f60a8b","E2E Tenant (work-canvas-owner-mslqsv7i-6bym6kha)","1","15","11"
"341bbfae-68c5-4e15-82e4-62da1ee134c2","E2E Tenant (work-canvas-owner-mslfyy6i-jxbe75fs)","1","14","12"
"2d8193e3-9b59-4b1d-af14-e8cc5092086b","E2E Tenant (work-canvas-owner-mslpe0hl-tv6jl90y)","1","14","12"
"e1be5122-3d2b-4f34-9bfb-ee008b6bbd0d","E2E Tenant (work-canvas-owner-mslaq6b1-59on0pz4)","1","13","12"
"de8780eb-c350-4baf-afa1-cb7745612d87","E2E Tenant (work-canvas-owner-mslaql0e-h9b5i3vh)","1","13","12"
"e344d2cf-ff0b-4700-ad52-b92e7eefffc4","E2E Tenant (work-canvas-owner-mslfxnhb-j80sub52)","1","13","12"
"f516e85f-e9e9-43d1-9352-86fcffb48c85","E2E Tenant (work-canvas-owner-msli8h7e-qhfqvk2p)","1","13","12"
"b7eeb1c7-8492-48ea-b840-6277ea996da0","E2E Tenant (work-canvas-owner-mslig31s-ko2wgzn7)","1","13","12"
"56d22640-85e8-4511-8dd5-5af939d1a8e0","E2E Tenant (work-canvas-owner-msloucj9-vev9z1kk)","1","13","12"
"bf10f151-3cc0-4732-a75d-06a2a7b05399","E2E Tenant (work-canvas-owner-mslp6r61-vlg9zwbs)","1","13","12"
"1c8557f8-ae82-45f0-806a-fb451adce3e1","E2E Tenant (work-canvas-owner-mslhlvo1-fwb4ralw)","1","12","10"
"08d73aef-82d9-4b05-b737-65ce7b60924a","E2E Tenant (xlsx-shell-v2-mslic95w-aryc9b)","1","12","11"
"b7723882-c1e3-4cee-996a-9d56a024945b","E2E Tenant (xlsx-shell-v2-msloxzim-pfuo3h)","1","12","11"
"636ed96e-9d8f-4bb1-9582-023fcd1919ca","E2E Tenant (xlsx-shell-v2-mslp8kjk-z9wg8s)","1","12","11"
"78ce670d-cf5a-4fa2-856a-8dd4f65cb479","E2E Tenant (xlsx-shell-v2-mslpyxg7-ijppal)","1","12","11"
"104058b6-36ca-421e-b095-493abfa5f76c","E2E Tenant (xlsx-shell-v2-mslq1v35-gbm5ir)","1","12","11"
"2be0fa91-0376-4789-b8c5-d290dfb4f0ad","E2E Tenant (xlsx-shell-v2-mslpv285-csi55f)","1","11","8"
"af9aae3f-4871-4266-86af-e9ed64dd9dfa","E2E Tenant (xlsx-shell-v2-mslpx2xy-c29ktj)","1","11","8"
"dc65b789-8624-4562-bdca-a93a05f774ce","E2E Tenant (xlsx-shell-v2-mslq2cjf-4nkoje)","1","11","8"
"a77d65d1-3a7c-4d3a-84fa-6e7b7a3293ef","E2E Tenant (work-canvas-owner-mslou7oz-g1865s0c)","1","9","9"
"590fa0a8-aa8f-4bbd-98ba-6ce2c5d5eef5","E2E Tenant (work-canvas-owner-mslp6wc9-bfj1q6lx)","1","9","9"
"42612699-73e1-404f-919c-61ca6396d640","E2E Tenant (xlsx-shell-v2-mslg637a-g7nrsn)","1","7","7"
"acaba99c-f354-4806-be2f-cc67c6255286","E2E Tenant (xlsx-shell-v2-mslibv7b-qxd5r6)","1","7","7"
"5e81a510-0245-4b9f-8a14-635568d23fc7","E2E Tenant (xlsx-shell-v2-mslijqq8-3chj0r)","1","7","7"
"a486622d-61b8-4ef2-b20e-9abb67f02389","E2E Tenant (xlsx-shell-v2-mslimfrx-91f4m5)","1","7","7"
"9c71596c-6368-431a-9645-f2b2399287b4","E2E Tenant (xlsx-shell-v2-mslouoo0-i9hi30)","1","7","7"
"1d420780-7e00-4d6c-b8f1-ba27355ec9d1","E2E Tenant (xlsx-shell-v2-mslowybr-di1uiy)","1","7","7"
"c066c46e-7ba5-477a-b553-95b7840a5171","E2E Tenant (xlsx-shell-v2-mslp79f4-nmfxss)","1","7","7"
"fa2a2c5d-bc9e-41e7-b074-56a58ec90a1b","E2E Tenant (xlsx-shell-v2-mslp86ge-yhb1ba)","1","7","7"
"d3ea8c33-93e4-4ed9-a39b-ad78be137694","E2E Tenant (xlsx-shell-v2-mslpyxcf-pa72d4)","1","7","7"
"d5f71b28-1861-4ae2-908c-605b397d6d59","E2E Tenant (xlsx-shell-v2-mslpyxic-xlmdd4)","1","7","7"
"3af03119-965f-406d-a37c-f0cdcdbdab9e","E2E Tenant (xlsx-shell-v2-mslq0jgr-21gi1a)","1","7","7"
"eb66f3e1-b4c4-42e7-be66-857311275877","E2E Tenant (xlsx-shell-v2-mslq1etu-moq11h)","1","7","7"
"ff30a6b9-b0ba-47ba-83f7-c119365e32a4","E2E Tenant (deck-e2e-mslcxkxg-3ecr6j)","1","6","6"
"bdae661f-c86d-4978-8626-ba47e2546e99","E2E Tenant (deck-e2e-mslcxkxv-lgc6ex)","1","6","6"
"4e577d64-72c3-462d-93fe-cc6126be8990","E2E Tenant (deck-e2e-msliaq7d-c4ni5x)","1","6","6"
"1a333fe2-f318-47e0-a232-f74cc5a5b880","E2E Tenant (ppt-shell-v2-mslawb61-sz3ewv)","1","6","6"
"fa5672e8-ed98-4b3d-a049-c3af5ae4393e","E2E Tenant (ppt-shell-v2-mslax2yc-1wml24)","1","6","6"
"6cadd08f-dd5e-4829-b8c5-f01217fdde10","E2E Tenant (ppt-shell-v2-mslayjd6-wd40i9)","1","6","6"
"b48b8167-039d-49af-9326-28290afd086f","E2E Tenant (ppt-shell-v2-mslazhrl-qlf22p)","1","6","6"
"7ed63b20-e626-46bf-9674-01a83adbde59","E2E Tenant (ppt-shell-v2-mslb1ma7-7l0ock)","1","6","6"
"c71b8e4e-ac6b-4eaa-845a-16bbbc097789","E2E Tenant (ppt-shell-v2-mslb1w91-d28ajv)","1","6","6"
"9c379dbe-017b-4fea-be5e-e58877f700b1","E2E Tenant (ppt-shell-v2-mslougwl-qucaix)","1","6","6"
"6c9c3cb7-d79b-4ec2-a7a9-14a65ea2ca0c","E2E Tenant (ppt-shell-v2-msloukgm-d6xnoi)","1","6","6"
"51c3ed62-005d-4eec-acd8-275cbadcad2b","E2E Tenant (ppt-shell-v2-mslp7150-r6hf4e)","1","6","6"
"1e3ac560-ce65-4d16-8d46-222ae5e536fd","E2E Tenant (ppt-shell-v2-mslp74sn-ha11wt)","1","6","6"
"aed1240a-84b5-4d3c-a334-4d7242c2b60c","E2E Tenant (xlsx-shell-v2-mslb5337-2ne481)","1","6","6"
"eb082ae5-2fe9-48f9-8272-6a28f410943f","E2E Tenant (xlsx-shell-v2-mslb5dfs-f30tiv)","1","6","6"
"4a01f8b3-2a35-414a-925b-ebc69ae5bbd6","E2E Tenant (xlsx-shell-v2-mslbbcon-dlpvi0)","1","6","6"
"9a567426-b776-4274-a52b-340dd0c2eb6c","E2E Tenant (xlsx-shell-v2-mslbbja8-ppp5vy)","1","6","6"
"ce865434-b58f-40f2-a313-df59b07d2281","E2E Tenant (xlsx-shell-v2-mslbbohi-bzorl4)","1","6","6"
"e90dda39-1f3f-4708-baa9-baab1a0c8cbe","E2E Tenant (xlsx-shell-v2-mslg5d5m-2ellgd)","1","6","6"
"3ed41733-4eb3-4c4a-af7c-ed278980d587","E2E Tenant (xlsx-shell-v2-mslg5ig5-5nve4n)","1","6","6"
"46c1dbf9-f846-4650-9086-f672153f55ba","E2E Tenant (xlsx-shell-v2-mslg5w9l-3svcco)","1","6","6"
"fb235ccc-65bf-4c68-aca6-18fbf16c2601","E2E Tenant (xlsx-shell-v2-mslg7boi-r957pi)","1","6","6"
"90efe002-8a74-4721-891e-36fbfced4ba8","E2E Tenant (xlsx-shell-v2-mslibatg-jp4n95)","1","6","6"
"73895e6e-419a-41d9-b1ba-2f587ac716c2","E2E Tenant (xlsx-shell-v2-mslibgiu-o4w271)","1","6","6"
"2e4a8b64-ebfa-41a8-a670-742dd3a1e040","E2E Tenant (xlsx-shell-v2-mslibnad-2or924)","1","6","6"
"e86392ac-a080-4ce7-8658-0d6f9de290bb","E2E Tenant (xlsx-shell-v2-msliir35-isq6mp)","1","6","6"
"d22fb03c-ec51-4f0e-9ff4-7c7650098d8e","E2E Tenant (xlsx-shell-v2-mslov1id-xfhmte)","1","6","6"
"7228fb01-70fd-4402-8132-78f695419a5d","E2E Tenant (xlsx-shell-v2-mslovumk-ho91wu)","1","6","6"
"374fb125-3f10-4593-bdce-baa9fefc94b9","E2E Tenant (xlsx-shell-v2-mslow84o-b2q9c2)","1","6","6"
"192c44d8-0dc8-4f41-a640-a619fc698990","E2E Tenant (xlsx-shell-v2-mslp1lx2-t4l7c6)","1","6","6"
"357c7a0f-588f-4b8c-8f6e-66eb56d38a63","E2E Tenant (xlsx-shell-v2-mslp3msw-t3lvr0)","1","6","6"
"d76d1dc3-43e4-4596-9ab4-ef0d564408e0","E2E Tenant (xlsx-shell-v2-mslp7na1-uuwf7k)","1","6","6"
"82d722f3-61a3-41c4-8e53-a98170b4c6c4","E2E Tenant (xlsx-shell-v2-mslp7w1d-94l1jq)","1","6","6"
"7ead24f1-07b7-4732-9022-cac94d4ad8b9","E2E Tenant (xlsx-shell-v2-mslp7zs0-yytvjm)","1","6","6"
"2e951482-0af5-489f-85f4-b377e7af9dbc","E2E Tenant (xlsx-shell-v2-mslpyxgt-8tw7oj)","1","6","6"
"3fb69ce4-ac1b-498c-9613-d42b914431a7","E2E Tenant (xlsx-shell-v2-mslpyxjd-pnevhe)","1","6","6"
"2add8a79-5df0-4878-9668-45d09beca736","E2E Tenant (xlsx-shell-v2-mslpyxjf-7yhht6)","1","6","6"
"e09eecbc-f730-4962-95fc-7b34532bdd72","E2E Tenant (xlsx-shell-v2-mslpyxjw-t6d4q9)","1","6","6"
"830377f5-1447-4a66-804d-132474bdc0c5","E2E Tenant (xlsx-shell-v2-mslq0zzi-34xtar)","1","6","6"
"d9e12695-c531-4fc2-bc3a-f19f7f0b630d","E2E Tenant (xlsx-shell-v2-mslq165q-j9q409)","1","6","6"
"738d004d-3c41-45a7-9504-1a47a992587d","E2E Tenant (xlsx-shell-v2-mslq19uy-87mod1)","1","6","6"
"1e595173-896e-4148-8f65-295ef1751826","Finance Isolation 20260808 2226","1","6","5"
"75507659-acb5-4275-a2d1-99c1a59004b8","E2E Tenant (xlsx-shell-v2-mslpv27w-qmejy2)","1","4","4"
"5ccd01f0-d48b-4078-ab90-6bbdcde3c2be","E2E Tenant (xlsx-shell-v2-mslpx2y8-8id49r)","1","4","4"
"ab3173e4-ff5a-4069-87fb-53107712726c","E2E Tenant (xlsx-shell-v2-mslpyxh3-zv3wk8)","1","4","4"
"81aa704b-360c-4c3c-b514-83e861cfc2d7","E2E Tenant (xlsx-shell-v2-mslq3542-09cqxt)","1","4","4"
"77825c62-aff6-4ef0-ba9d-229de6b90f3d","E2E Tenant (artifact-preflight-20260809)","1","3","3"
"222ca50d-68de-4b92-8c12-eb638cb8f655","E2E Tenant (local-msldp352)","1","2","2"
