plik:linia	modul	kod	klasa	tekst_pl
server/src/routes/economics.routes.ts:1774	09 Finance	BENEFIT_ACTUAL_APPEND_ONLY	LOKALIZOWANY	Zarejestrowana wartość rzeczywista zmieniła się równolegle — nic nie nadpisano. 
server/src/routes/economics.routes.ts:1891	09 Finance	BUSINESS_CASE_ENDPOINT_RETIRED	LOKALIZOWANY	Ten endpoint był stubem (BUG-07) i nie generuje już fałszywego pustego dokumentu. 
server/src/routes/managementReports.routes.ts:346	10 Materials	MANAGEMENT_REPORT_UPDATE_FAILED	LOKALIZOWANY	Nie udało się zaktualizować raportu
server/src/routes/presentations.routes.ts:2173	10 Materials	PRESENTATION_GENERATION_IN_PROGRESS	LOKALIZOWANY	Generacja ${deckId} już trwa — odpytuj status zamiast startować ponownie
server/src/routes/report-builder-public.routes.ts:438	10 Materials	REPORT_BUILDER_PUBLIC_GENERATE_PDF_FAILED	LOKALIZOWANY	Nie udało się wygenerować PDF
server/src/routes/report-builder-public.routes.ts:537	10 Materials	REPORT_BUILDER_PUBLIC_GENERATE_PPTX_FAILED	LOKALIZOWANY	Nie udało się wygenerować PPTX
server/src/routes/report-builder-public.routes.ts:617	10 Materials	REPORT_BUILDER_PUBLIC_GENERATE_DOCX_FAILED	LOKALIZOWANY	Nie udało się wygenerować DOCX
server/src/routes/table-platform.routes.ts:4462	10 Materials	ADMIN_ACCESS_REQUIRED	LOKALIZOWANY	Uprawnienia administratora organizacji są wymagane.
server/src/routes/table-platform.routes.ts:4477	10 Materials	INVALID_ORGANIZATION_IDENTIFIER	LOKALIZOWANY	Identyfikator organizacji nie jest prawidłowym UUID, więc nie można zapisać tej konfiguracji.
server/src/routes/organization/organization-limits.routes.ts:49	13 Organization	ORG_POLICY_SNAPSHOT_FAILED	LOKALIZOWANY	Nie udało się pobrać ustawień dostępu organizacji
server/src/routes/adminP32.routes.ts:2814	14 Admin Panel	BILLING_ALERTS_UNAVAILABLE	LOKALIZOWANY	Nie udało się trwale zapisać progów budżetowych. Ustawienia pozostały bez zmian.
server/src/routes/superadmin.routes.ts:3764	14 Admin Panel	SUPERADMIN_LIFECYCLE_STAGES_FETCH_FAILED	LOKALIZOWANY	Nie udało się pobrać etapów cyklu życia klienta
server/src/routes/superadmin.routes.ts:3799	14 Admin Panel	SUPERADMIN_LIFECYCLE_STAGE_CREATE_FAILED	LOKALIZOWANY	Nie udało się utworzyć etapu cyklu życia
server/src/routes/superadmin.routes.ts:3832	14 Admin Panel	SUPERADMIN_LIFECYCLE_STAGE_UPDATE_FAILED	LOKALIZOWANY	Nie udało się zaktualizować etapu cyklu życia
server/src/routes/superadmin.routes.ts:3857	14 Admin Panel	SUPERADMIN_LIFECYCLE_STAGE_DELETE_FAILED	LOKALIZOWANY	Nie udało się usunąć etapu cyklu życia
server/src/routes/superadmin.routes.ts:3942	14 Admin Panel	SUPERADMIN_LIFECYCLE_TRANSITION_CREATE_FAILED	LOKALIZOWANY	Nie udało się utworzyć przejścia cyklu życia
server/src/routes/superadmin.routes.ts:4110	14 Admin Panel	SUPERADMIN_PLAYBOOK_CREATE_FAILED	LOKALIZOWANY	Nie udało się utworzyć playbooka
server/src/routes/superadmin.routes.ts:4154	14 Admin Panel	SUPERADMIN_PLAYBOOK_UPDATE_FAILED	LOKALIZOWANY	Nie udało się zaktualizować playbooka
server/src/routes/superadmin.routes.ts:4179	14 Admin Panel	SUPERADMIN_PLAYBOOK_DELETE_FAILED	LOKALIZOWANY	Nie udało się usunąć playbooka
server/src/routes/superadmin.routes.ts:4224	14 Admin Panel	SUPERADMIN_PLAYBOOK_EXECUTE_FAILED	LOKALIZOWANY	Nie udało się wykonać playbooka
server/src/routes/superadmin.routes.ts:4396	14 Admin Panel	SUPERADMIN_CONTRACT_CREATE_FAILED	LOKALIZOWANY	Nie udało się utworzyć kontraktu
server/src/routes/superadmin.routes.ts:4461	14 Admin Panel	SUPERADMIN_CONTRACT_UPDATE_FAILED	LOKALIZOWANY	Nie udało się zaktualizować kontraktu
server/src/routes/superadmin.routes.ts:4486	14 Admin Panel	SUPERADMIN_CONTRACT_DELETE_FAILED	LOKALIZOWANY	Nie udało się usunąć kontraktu
server/src/routes/mfa.routes.ts:143	15 Settings	MFA_STATUS_FAILED	LOKALIZOWANY	Nie udało się pobrać statusu MFA
server/src/routes/mfa.routes.ts:188	15 Settings	MFA_SETUP_NOT_PERSISTED	LOKALIZOWANY	Nie udało się skonfigurować MFA
server/src/routes/mfa.routes.ts:209	15 Settings	MFA_SETUP_FAILED	LOKALIZOWANY	Nie udało się skonfigurować MFA
server/src/routes/mfa.routes.ts:275	15 Settings	MFA_ENABLE_NOT_PERSISTED	LOKALIZOWANY	Nie udało się włączyć MFA
server/src/routes/mfa.routes.ts:296	15 Settings	MFA_VERIFY_SETUP_FAILED	LOKALIZOWANY	Nie udało się zweryfikować konfiguracji MFA
server/src/routes/mfa.routes.ts:363	15 Settings	MFA_BACKUP_CODE_NOT_CONSUMED	LOKALIZOWANY	Weryfikacja nie powiodła się
server/src/routes/mfa.routes.ts:418	15 Settings	MFA_VERIFY_FAILED	LOKALIZOWANY	Weryfikacja nie powiodła się
server/src/routes/mfa.routes.ts:484	15 Settings	MFA_DISABLE_NOT_PERSISTED	LOKALIZOWANY	Nie udało się wyłączyć MFA
server/src/routes/mfa.routes.ts:500	15 Settings	MFA_DISABLE_FAILED	LOKALIZOWANY	Nie udało się wyłączyć MFA
server/src/routes/mfa.routes.ts:560	15 Settings	MFA_BACKUP_CODES_NOT_PERSISTED	LOKALIZOWANY	Nie udało się wygenerować nowych kodów zapasowych
server/src/routes/mfa.routes.ts:578	15 Settings	MFA_REGENERATE_CODES_FAILED	LOKALIZOWANY	Nie udało się wygenerować nowych kodów zapasowych
server/src/routes/settings.routes.ts:515	15 Settings	SETTINGS_SCHEMA_NOT_MIGRATED	LOKALIZOWANY	Baza danych nie ma wymaganego schematu ustawień
server/src/routes/settings.routes.ts:638	15 Settings	SETTINGS_NOTIFICATIONS_UPDATE_FAILED	LOKALIZOWANY	Nie udało się zapisać preferencji powiadomień
server/src/routes/settings.routes.ts:765	15 Settings	SETTINGS_QUIET_HOURS_UPDATE_FAILED	LOKALIZOWANY	Nie udało się zapisać godzin ciszy
server/src/routes/settings.routes.ts:893	15 Settings	SETTINGS_INBOX_AI_UPDATE_FAILED	LOKALIZOWANY	Nie udało się zapisać preferencji AI dla skrzynki
server/src/routes/settings.routes.ts:969	15 Settings	SETTINGS_AI_PROVIDERS_UPDATE_FAILED	LOKALIZOWANY	Nie udało się zapisać dostawców AI
server/src/routes/settings.routes.ts:1053	15 Settings	SETTINGS_DND_UPDATE_FAILED	LOKALIZOWANY	Nie udało się zapisać trybu nie przeszkadzać
server/src/routes/settings.routes.ts:1196	15 Settings	SETTINGS_NOTIFICATIONS_SAVE_FAILED	LOKALIZOWANY	Nie udało się zapisać preferencji powiadomień
server/src/routes/settings.routes.ts:1296	15 Settings	SETTINGS_EMAIL_NOTIFICATIONS_UPDATE_FAILED	LOKALIZOWANY	Nie udało się zapisać preferencji powiadomień e-mail
server/src/routes/settings.routes.ts:1386	15 Settings	SETTINGS_SOUND_PREFERENCES_UPDATE_FAILED	LOKALIZOWANY	Nie udało się zapisać dźwięków powiadomień
server/src/routes/settings.routes.ts:1475	15 Settings	SETTINGS_DIGEST_PREFERENCES_UPDATE_FAILED	LOKALIZOWANY	Nie udało się zapisać podsumowania powiadomień
server/src/routes/settings.routes.ts:1934	15 Settings	GOVERNED_CONNECTOR_NOT_APPROVED	LOKALIZOWANY	Integracja nie jest dostępna w tej wersji
server/src/routes/settings.routes.ts:2465	15 Settings	GOVERNED_CONNECTOR_NOT_APPROVED	LOKALIZOWANY	Integracja nie jest dostępna w tej wersji
server/src/routes/settings.routes.ts:2557	15 Settings	GOVERNED_CONNECTOR_NOT_APPROVED	LOKALIZOWANY	Integracja nie jest dostępna w tej wersji
server/src/routes/settings.routes.ts:3654	15 Settings	SETTINGS_DASHBOARD_PREFERENCES_UPDATE_FAILED	LOKALIZOWANY	Nie udało się zapisać preferencji pulpitu
server/src/routes/settings.routes.ts:3778	15 Settings	SETTINGS_WORK_PREFERENCES_UPDATE_FAILED	LOKALIZOWANY	Nie udało się zapisać preferencji pracy
server/src/routes/settings.routes.ts:3887	15 Settings	SETTINGS_WORKING_HOURS_UPDATE_FAILED	LOKALIZOWANY	Nie udało się zapisać godzin pracy
server/src/routes/settings.routes.ts:3995	15 Settings	SETTINGS_SIGNATURE_CREATE_FAILED	LOKALIZOWANY	Nie udało się utworzyć podpisu
server/src/routes/settings.routes.ts:4052	15 Settings	SETTINGS_SIGNATURE_UPDATE_FAILED	LOKALIZOWANY	Nie udało się zapisać podpisu
server/src/routes/settings.routes.ts:4109	15 Settings	SETTINGS_SIGNATURE_SET_DEFAULT_FAILED	LOKALIZOWANY	Nie udało się ustawić domyślnego podpisu
server/src/routes/settings.routes.ts:4149	15 Settings	SETTINGS_SIGNATURE_DELETE_FAILED	LOKALIZOWANY	Nie udało się usunąć podpisu
server/src/middleware/trialEntryGuard.middleware.ts:277	16 Partner Portal	TRIAL_ENTRY_RESTRICTION	LOKALIZOWANY	Ta funkcja nie jest dostępna w Trial Entry. Załóż organizację, aby kontynuować.
server/src/middleware/trialEntryGuard.middleware.ts:315	16 Partner Portal	TRIAL_ENTRY_ORGANIZATION_REQUIRED	LOKALIZOWANY	Ta funkcja wymaga organizacji. Jesteś w fazie Trial Entry.
server/src/middleware/trialEntryGuard.middleware.ts:329	16 Partner Portal	ORGANIZATION_CONTEXT_MISSING	LOKALIZOWANY	Brak kontekstu organizacji.
server/src/routes/ai.routes.ts:1387	ZZ wspólne	AI_CLARIFY_TIMEOUT	LOKALIZOWANY	Generowanie pytań doprecyzowujących przekroczyło limit czasu
server/src/routes/ai.routes.ts:9607	ZZ wspólne	AI_NOTIFICATION_TRIGGER_FAILED	LOKALIZOWANY	Nie udało się utworzyć powiadomienia AI
server/src/routes/ai/agent-plan.routes.ts:593	ZZ wspólne	PROJECT_ACCESS_FORBIDDEN	LOKALIZOWANY	Brak dostępu do projektu
server/src/routes/ai/agent-plan.routes.ts:625	ZZ wspólne	KNOWLEDGE_VAULT_FOLDERS_FAILED	LOKALIZOWANY	Nie udało się pobrać folderów
server/src/routes/ai/agent-plan.routes.ts:661	ZZ wspólne	VAULT_PROJECT_ID_REQUIRED	LOKALIZOWANY	projectId wymagany dla scope=project
server/src/routes/ai/agent-plan.routes.ts:675	ZZ wspólne	PROJECT_ACCESS_FORBIDDEN	LOKALIZOWANY	Brak dostępu do projektu
server/src/routes/ai/agent-plan.routes.ts:707	ZZ wspólne	KNOWLEDGE_VAULT_FOLDER_CREATE_FAILED	LOKALIZOWANY	Nie udało się utworzyć folderu
server/src/routes/ai/agent-plan.routes.ts:736	ZZ wspólne	KNOWLEDGE_VAULT_FOLDER_UPDATE_FAILED	LOKALIZOWANY	Nie udało się zaktualizować folderu
server/src/routes/ai/agent-plan.routes.ts:759	ZZ wspólne	KNOWLEDGE_VAULT_FOLDER_DELETE_FAILED	LOKALIZOWANY	Nie udało się usunąć folderu
server/src/routes/dataExport.routes.ts:112	ZZ wspólne	DATA_EXPORT_CREATE_REQUEST_FAILED	LOKALIZOWANY	Nie udało się utworzyć wniosku o eksport danych
server/src/routes/dataExport.routes.ts:152	ZZ wspólne	DATA_EXPORT_STATUS_FAILED	LOKALIZOWANY	Nie udało się pobrać statusu eksportu
server/src/routes/dataExport.routes.ts:185	ZZ wspólne	DATA_EXPORT_LIST_REQUESTS_FAILED	LOKALIZOWANY	Nie udało się pobrać wniosków o eksport
server/src/routes/dataExport.routes.ts:250	ZZ wspólne	DATA_EXPORT_DOWNLOAD_FAILED	LOKALIZOWANY	Nie udało się pobrać eksportu
server/src/routes/dataExport.routes.ts:317	ZZ wspólne	DATA_EXPORT_CANCEL_DELETION_FAILED	LOKALIZOWANY	Nie udało się anulować wniosku o usunięcie danych
server/src/routes/integrations/integrations.routes.ts:758	ZZ wspólne	GOVERNED_CONNECTOR_NOT_APPROVED	LOKALIZOWANY	Integracja nie jest dostępna w tej wersji
server/src/routes/integrations/integrations.routes.ts:821	ZZ wspólne	GOVERNED_CONNECTOR_NOT_APPROVED	LOKALIZOWANY	Integracja nie jest dostępna w tej wersji
server/src/routes/v8/sync.routes.ts:1070	ZZ wspólne	GOVERNED_CONNECTOR_NOT_APPROVED	LOKALIZOWANY	Integracja nie jest dostępna w tej wersji
server/src/routes/v8/sync.routes.ts:1258	ZZ wspólne	GOVERNED_CONNECTOR_NOT_APPROVED	LOKALIZOWANY	Integracja nie jest dostępna w tej wersji
server/src/routes/assessment-reports.routes.ts:1363	05 Assessment	ASSESSMENT_CONCLUSION_LINEAGE_MISSING	MUTE	Wniosek zapisany bez rodowodu do oceny — przerwane
server/src/routes/assessment-workflow-v2.routes.ts:1126	05 Assessment	ASSESSMENT_WORKFLOW_V2_CREATE_RUN_FAILED	MUTE	Nie udało się utworzyć przebiegu
server/src/routes/assessment/assessment-ai.routes.ts:44	05 Assessment	ASSESSMENT_SOURCE_UNAVAILABLE	MUTE	Źródło danych oceny jest chwilowo niedostępne.
server/src/routes/settings.routes.ts:520	15 Settings	SETTINGS_REGIONAL_UPDATE_FAILED	MUTE	Nie udało się zapisać preferencji regionalnych
server/src/routes/ai.routes.ts:7189	ZZ wspólne	AI_CHAT_FAILED	MUTE	Nie udało się wygenerować odpowiedzi asystenta
server/src/routes/ai/pinned-insights.routes.ts:101	ZZ wspólne	PINNED_INSIGHTS_PIN_FAILED	MUTE	Nie udało się przypiąć insightu
server/src/routes/ai/pinned-insights.routes.ts:175	ZZ wspólne	PINNED_INSIGHTS_UPDATE_FAILED	MUTE	Nie udało się zaktualizować insightu
server/src/routes/ai/pinned-insights.routes.ts:202	ZZ wspólne	PINNED_INSIGHTS_UNPIN_FAILED	MUTE	Nie udało się odpiąć insightu
