# Lista organizacji DO USUNIĘCIA — paczka D0 programu „jedna baza pokazowa po angielsku”
#
# Wygenerowana 2026-09-08 z kopii `consultify_kopia_d0` (TEMPLATE consultify_staging_kopia),
# zapytaniami wzorowanymi na docs/program/DANE_POKAZOWE_EN_20260908/POMIAR.sql (Q5/Q7).
#
# Format wiersza:  <organization_id> | <nazwa> | <liczba członków> | <powód>
# Linie zaczynające się od `#` oraz puste są ignorowane przez skrypt.
# Skrypt `scripts/dane/usun-organizacje.ts` czyta WYŁĄCZNIE identyfikator (pierwsza kolumna).
# Dopasowanie po nazwie jest w skrypcie ZABRONIONE — nazwa jest tu tylko dla oczu człowieka.
#
# Powody:
#   worek         — `demo-org`: organizacja-worek po rejestracjach E2E (1061 członków)
#   klon-sesyjny  — efemeryczny klon `demo-org-session-*` po sondzie QA
#   pusta         — „My Company”: pusty formularz rejestracji
#   test          — organizacja testowa/QA po nazwie lub po adresie e-mail jedynego członka
#   E2E           — tenant testów end-to-end
#
# LICZBA WIERSZY LISTY: 325 organizacji.
# UWAGA — SPROSTOWANIE WOBEC PLANU: PLAN.md §D0 mówi „318 organizacji śmieciowych + demo-org”.
# Pomiar na kopii daje 325 organizacji poza sześcioma zachowanymi (w tym `demo-org`
# i klon sesyjny). Liczba 318 z PLAN.md §1 nie sumuje się z rozbiciem 286+32+4 = 322
# ani z Q4 (325 „reszty”). Prawdziwa liczba do usunięcia = 331 − 6 = 325.
#
# Dwie organizacje, które nie wpadały w żaden wzorzec nazwy, sprawdzone ręcznie i
# zaklasyfikowane jako `test` po adresie jedynego członka:
#   6c3290eb-0f17-43f3-9906-41f3922e423c „Consultify”              → test_smoke_c2@consultify.ai
#   fa331bb5-8707-4f82-bb2e-51904d7c664e „My CompanyCFO Services Inc” → cfo_demo_3@example.com
#
# NA TEJ LIŚCIE NIE MA i NIGDY NIE MOŻE BYĆ żadnego ID z scripts/dane/lista-zachowana.txt.
# Skrypt odmawia startu, jeśli przecięcie obu list jest niepuste.
demo-org | Demo Organization | 1061 | worek
2a0029b1-14b5-4baa-8809-5df2bc77e5a6 | E2E Tenant (work-canvas-owner-mslbi2gz-7t6eoco7) | 1 | E2E
ef91a106-067b-4513-b80f-58cebbd70a2e | E2E Tenant (work-canvas-owner-mslbid45-59tm5dxc) | 1 | E2E
feb879dd-9531-4a50-8bfc-4a472c23e56a | E2E Tenant (work-canvas-owner-mslblgto-hn3lrbfe) | 1 | E2E
f72f7695-e441-4f6d-bea9-8ded86f3d534 | E2E Tenant (work-canvas-owner-mslblguk-syj0w3g5) | 1 | E2E
875ca804-b6ac-4f37-b061-d13361c99923 | E2E Tenant (work-canvas-owner-mslbpegd-jo8o0hpw) | 1 | E2E
5a88457b-7969-4faf-bd93-4f1b70f004d6 | E2E Tenant (work-canvas-owner-mslbpeh3-h4dyxwba) | 1 | E2E
64e7adee-3540-44b4-8cc0-cdb80a156b9c | E2E Tenant (work-canvas-owner-mslbtpqq-dqrm0ji6) | 1 | E2E
b3c32663-77ba-40da-a36d-9dde88dfa03a | E2E Tenant (work-canvas-owner-mslbw5r5-bei3mahf) | 1 | E2E
b0c240c3-9226-46e6-baba-b807dc910691 | E2E Tenant (work-canvas-owner-mslc05l8-djkoeam2) | 1 | E2E
76a956ba-8aa7-43a6-9bfa-1115a860debd | E2E Tenant (work-canvas-owner-mslc2c8j-80lmbv1v) | 1 | E2E
4c4d2166-dd64-41a5-a9fb-f82a202b295e | E2E Tenant (work-canvas-owner-mslce76z-fgzjiq7h) | 1 | E2E
4fe06dad-91cf-4031-b86c-2bb3574f8026 | E2E Tenant (work-canvas-owner-mslcjtv1-bzb8vy2h) | 1 | E2E
1798eb26-c9d7-49f0-8cea-1df716647037 | E2E Tenant (work-canvas-owner-mslckw2j-lazs4n0r) | 1 | E2E
09c432d1-4965-476e-8c92-22467113cc27 | E2E Tenant (work-canvas-owner-mslcnnis-mr3881im) | 1 | E2E
7058a6b9-9ea1-473b-856d-53d2f77a44c6 | E2E Tenant (work-canvas-owner-mslcptdg-vhgh28yt) | 1 | E2E
2a5ccb96-99cd-499c-8829-93f4eadfd68d | E2E Tenant (work-canvas-owner-mslct0xy-mptdscti) | 1 | E2E
6807a7ab-6524-4c3b-8302-497f7c07a37b | E2E Tenant (work-canvas-owner-mslct0ya-0un7iupg) | 1 | E2E
cb64463f-d3f9-4e87-88c3-e80040788248 | E2E Tenant (work-canvas-owner-mslct0yj-naj888wp) | 1 | E2E
e344d2cf-ff0b-4700-ad52-b92e7eefffc4 | E2E Tenant (work-canvas-owner-mslfxnhb-j80sub52) | 1 | E2E
341bbfae-68c5-4e15-82e4-62da1ee134c2 | E2E Tenant (work-canvas-owner-mslfyy6i-jxbe75fs) | 1 | E2E
057b211d-5b12-4fae-99a8-d9feb97b665a | E2E Tenant (work-canvas-owner-mslhj862-bxqkr8pw) | 1 | E2E
1c8557f8-ae82-45f0-806a-fb451adce3e1 | E2E Tenant (work-canvas-owner-mslhlvo1-fwb4ralw) | 1 | E2E
6ad6b883-4967-46df-92b9-ba492386cc1d | E2E Tenant (work-canvas-owner-mslhukq3-9andyvfr) | 1 | E2E
b46115e5-03d9-451a-ac8d-0d785be3b558 | E2E Tenant (work-canvas-owner-mslhz80p-v49s2vj1) | 1 | E2E
37f57949-caf5-41b7-b09b-814052f07865 | E2E Tenant (work-canvas-owner-msli1h46-uy988mji) | 1 | E2E
f51bfa9b-adc9-46e7-b81b-893d75d309e0 | E2E Tenant (work-canvas-owner-msli1vk2-kaku24ll) | 1 | E2E
55c2abc2-b412-4d9e-b2a1-dd47fe623187 | E2E Tenant (work-canvas-owner-msli1vkl-bzzq1n11) | 1 | E2E
bdfc4ebf-de24-44fe-85e1-ebf5120ab9ee | E2E Tenant (work-canvas-owner-msli1vkl-psmxcpjt) | 1 | E2E
abbd3c5f-f941-47bc-a08f-62f1a8c859c0 | E2E Tenant (work-canvas-owner-msli1vkp-n2pj73re) | 1 | E2E
9d83fa99-581c-41f8-af21-b0a17849b1cd | E2E Tenant (work-canvas-owner-msli1vl5-ec3yngmg) | 1 | E2E
68c3d87f-441a-48a6-b876-300ddc7667a4 | E2E Tenant (work-canvas-owner-msli3zro-75ruwuqy) | 1 | E2E
8c7ed66e-96a7-456b-85d7-f40a8e498c93 | E2E Tenant (work-canvas-owner-msli54rj-rzymjlvj) | 1 | E2E
360f3706-6c72-4768-885b-13550767fe1d | E2E Tenant (work-canvas-owner-msli5jqy-300o9pc6) | 1 | E2E
350db100-f8fe-4282-8d52-6cb461af9d42 | E2E Tenant (work-canvas-owner-msli5qw4-snh1r5th) | 1 | E2E
0104c8c2-e7a0-48ba-88a2-90244117aaab | E2E Tenant (work-canvas-owner-msli67sq-4kacqqmw) | 1 | E2E
f516e85f-e9e9-43d1-9352-86fcffb48c85 | E2E Tenant (work-canvas-owner-msli8h7e-qhfqvk2p) | 1 | E2E
b7eeb1c7-8492-48ea-b840-6277ea996da0 | E2E Tenant (work-canvas-owner-mslig31s-ko2wgzn7) | 1 | E2E
cd2019e1-f19b-4551-a85e-c03f649b79e5 | E2E Tenant (work-canvas-owner-msloqbcc-ilbqbqj0) | 1 | E2E
268ad3fd-4d38-40ac-9b4f-d3cbdb6d68de | E2E Tenant (work-canvas-owner-mslorcj4-93j8kyn1) | 1 | E2E
89e6a8bb-f051-4a2d-ab02-2d62570392bb | E2E Tenant (work-canvas-owner-mslos87d-ievf6t1z) | 1 | E2E
13e51096-fb1f-4423-8a4a-3f7dfcc60ac1 | E2E Tenant (work-canvas-owner-mslosei1-dzqscyne) | 1 | E2E
bf32b489-6ea6-4b73-9e47-d87144bf7131 | E2E Tenant (work-canvas-owner-mslotaqe-2e85bni7) | 1 | E2E
a77d65d1-3a7c-4d3a-84fa-6e7b7a3293ef | E2E Tenant (work-canvas-owner-mslou7oz-g1865s0c) | 1 | E2E
56d22640-85e8-4511-8dd5-5af939d1a8e0 | E2E Tenant (work-canvas-owner-msloucj9-vev9z1kk) | 1 | E2E
c8dc7328-6ee5-40c6-a7cc-059d3b29672f | E2E Tenant (work-canvas-owner-mslp4q8d-vf13e06b) | 1 | E2E
9bd42e5d-5163-4504-897a-6dda9b7f9e1a | E2E Tenant (work-canvas-owner-mslp5mti-n28ng2dw) | 1 | E2E
43ea86ef-18a0-4550-8d62-24c23fa9d85a | E2E Tenant (work-canvas-owner-mslp5y1w-9wj3ea3p) | 1 | E2E
b44a2c3d-d40a-4170-b652-9e26e4c6bf17 | E2E Tenant (work-canvas-owner-mslp63jg-bg8dihl6) | 1 | E2E
1c3f2f96-f9e4-472f-8ce0-82916c06a7a0 | E2E Tenant (work-canvas-owner-mslp6g6j-ttban8nh) | 1 | E2E
bf10f151-3cc0-4732-a75d-06a2a7b05399 | E2E Tenant (work-canvas-owner-mslp6r61-vlg9zwbs) | 1 | E2E
590fa0a8-aa8f-4bbd-98ba-6ce2c5d5eef5 | E2E Tenant (work-canvas-owner-mslp6wc9-bfj1q6lx) | 1 | E2E
2d8193e3-9b59-4b1d-af14-e8cc5092086b | E2E Tenant (work-canvas-owner-mslpe0hl-tv6jl90y) | 1 | E2E
27be9816-c3e7-457a-9b0d-1e01484855c8 | E2E Tenant (work-canvas-owner-mslqr8jk-4cg7xudu) | 1 | E2E
ed935962-8e5b-4792-954d-5fc921f60a8b | E2E Tenant (work-canvas-owner-mslqsv7i-6bym6kha) | 1 | E2E
6772b9a0-d2a1-40ff-a60a-4a671f885987 | E2E Tenant (work-canvas-owner-mslqwrpx-rrn1cvvk) | 1 | E2E
e2f93ddf-e639-4f1e-9bab-59901c9a4652 | E2E Tenant (work-canvas-owner-mslr044b-0fepxjqq) | 1 | E2E
ac7fffca-dce0-4bfd-b231-890f5443f1e6 | E2E Tenant (work-canvas-owner-mslr1wqj-1d7bbtea) | 1 | E2E
78d74552-eabd-46f1-9a9a-b511d6cbaecc | E2E Tenant (x) | 1 | E2E
aed1240a-84b5-4d3c-a334-4d7242c2b60c | E2E Tenant (xlsx-shell-v2-mslb5337-2ne481) | 1 | E2E
eb082ae5-2fe9-48f9-8272-6a28f410943f | E2E Tenant (xlsx-shell-v2-mslb5dfs-f30tiv) | 1 | E2E
4a01f8b3-2a35-414a-925b-ebc69ae5bbd6 | E2E Tenant (xlsx-shell-v2-mslbbcon-dlpvi0) | 1 | E2E
9a567426-b776-4274-a52b-340dd0c2eb6c | E2E Tenant (xlsx-shell-v2-mslbbja8-ppp5vy) | 1 | E2E
ce865434-b58f-40f2-a313-df59b07d2281 | E2E Tenant (xlsx-shell-v2-mslbbohi-bzorl4) | 1 | E2E
e90dda39-1f3f-4708-baa9-baab1a0c8cbe | E2E Tenant (xlsx-shell-v2-mslg5d5m-2ellgd) | 1 | E2E
3ed41733-4eb3-4c4a-af7c-ed278980d587 | E2E Tenant (xlsx-shell-v2-mslg5ig5-5nve4n) | 1 | E2E
46c1dbf9-f846-4650-9086-f672153f55ba | E2E Tenant (xlsx-shell-v2-mslg5w9l-3svcco) | 1 | E2E
42612699-73e1-404f-919c-61ca6396d640 | E2E Tenant (xlsx-shell-v2-mslg637a-g7nrsn) | 1 | E2E
fb235ccc-65bf-4c68-aca6-18fbf16c2601 | E2E Tenant (xlsx-shell-v2-mslg7boi-r957pi) | 1 | E2E
90efe002-8a74-4721-891e-36fbfced4ba8 | E2E Tenant (xlsx-shell-v2-mslibatg-jp4n95) | 1 | E2E
73895e6e-419a-41d9-b1ba-2f587ac716c2 | E2E Tenant (xlsx-shell-v2-mslibgiu-o4w271) | 1 | E2E
2e4a8b64-ebfa-41a8-a670-742dd3a1e040 | E2E Tenant (xlsx-shell-v2-mslibnad-2or924) | 1 | E2E
acaba99c-f354-4806-be2f-cc67c6255286 | E2E Tenant (xlsx-shell-v2-mslibv7b-qxd5r6) | 1 | E2E
08d73aef-82d9-4b05-b737-65ce7b60924a | E2E Tenant (xlsx-shell-v2-mslic95w-aryc9b) | 1 | E2E
e86392ac-a080-4ce7-8658-0d6f9de290bb | E2E Tenant (xlsx-shell-v2-msliir35-isq6mp) | 1 | E2E
5e81a510-0245-4b9f-8a14-635568d23fc7 | E2E Tenant (xlsx-shell-v2-mslijqq8-3chj0r) | 1 | E2E
a486622d-61b8-4ef2-b20e-9abb67f02389 | E2E Tenant (xlsx-shell-v2-mslimfrx-91f4m5) | 1 | E2E
9c71596c-6368-431a-9645-f2b2399287b4 | E2E Tenant (xlsx-shell-v2-mslouoo0-i9hi30) | 1 | E2E
d22fb03c-ec51-4f0e-9ff4-7c7650098d8e | E2E Tenant (xlsx-shell-v2-mslov1id-xfhmte) | 1 | E2E
7228fb01-70fd-4402-8132-78f695419a5d | E2E Tenant (xlsx-shell-v2-mslovumk-ho91wu) | 1 | E2E
374fb125-3f10-4593-bdce-baa9fefc94b9 | E2E Tenant (xlsx-shell-v2-mslow84o-b2q9c2) | 1 | E2E
1d420780-7e00-4d6c-b8f1-ba27355ec9d1 | E2E Tenant (xlsx-shell-v2-mslowybr-di1uiy) | 1 | E2E
b7723882-c1e3-4cee-996a-9d56a024945b | E2E Tenant (xlsx-shell-v2-msloxzim-pfuo3h) | 1 | E2E
192c44d8-0dc8-4f41-a640-a619fc698990 | E2E Tenant (xlsx-shell-v2-mslp1lx2-t4l7c6) | 1 | E2E
357c7a0f-588f-4b8c-8f6e-66eb56d38a63 | E2E Tenant (xlsx-shell-v2-mslp3msw-t3lvr0) | 1 | E2E
c066c46e-7ba5-477a-b553-95b7840a5171 | E2E Tenant (xlsx-shell-v2-mslp79f4-nmfxss) | 1 | E2E
d76d1dc3-43e4-4596-9ab4-ef0d564408e0 | E2E Tenant (xlsx-shell-v2-mslp7na1-uuwf7k) | 1 | E2E
82d722f3-61a3-41c4-8e53-a98170b4c6c4 | E2E Tenant (xlsx-shell-v2-mslp7w1d-94l1jq) | 1 | E2E
7ead24f1-07b7-4732-9022-cac94d4ad8b9 | E2E Tenant (xlsx-shell-v2-mslp7zs0-yytvjm) | 1 | E2E
fa2a2c5d-bc9e-41e7-b074-56a58ec90a1b | E2E Tenant (xlsx-shell-v2-mslp86ge-yhb1ba) | 1 | E2E
636ed96e-9d8f-4bb1-9582-023fcd1919ca | E2E Tenant (xlsx-shell-v2-mslp8kjk-z9wg8s) | 1 | E2E
75507659-acb5-4275-a2d1-99c1a59004b8 | E2E Tenant (xlsx-shell-v2-mslpv27w-qmejy2) | 1 | E2E
2be0fa91-0376-4789-b8c5-d290dfb4f0ad | E2E Tenant (xlsx-shell-v2-mslpv285-csi55f) | 1 | E2E
af9aae3f-4871-4266-86af-e9ed64dd9dfa | E2E Tenant (xlsx-shell-v2-mslpx2xy-c29ktj) | 1 | E2E
5ccd01f0-d48b-4078-ab90-6bbdcde3c2be | E2E Tenant (xlsx-shell-v2-mslpx2y8-8id49r) | 1 | E2E
d3ea8c33-93e4-4ed9-a39b-ad78be137694 | E2E Tenant (xlsx-shell-v2-mslpyxcf-pa72d4) | 1 | E2E
78ce670d-cf5a-4fa2-856a-8dd4f65cb479 | E2E Tenant (xlsx-shell-v2-mslpyxg7-ijppal) | 1 | E2E
2e951482-0af5-489f-85f4-b377e7af9dbc | E2E Tenant (xlsx-shell-v2-mslpyxgt-8tw7oj) | 1 | E2E
ab3173e4-ff5a-4069-87fb-53107712726c | E2E Tenant (xlsx-shell-v2-mslpyxh3-zv3wk8) | 1 | E2E
d5f71b28-1861-4ae2-908c-605b397d6d59 | E2E Tenant (xlsx-shell-v2-mslpyxic-xlmdd4) | 1 | E2E
3fb69ce4-ac1b-498c-9613-d42b914431a7 | E2E Tenant (xlsx-shell-v2-mslpyxjd-pnevhe) | 1 | E2E
2add8a79-5df0-4878-9668-45d09beca736 | E2E Tenant (xlsx-shell-v2-mslpyxjf-7yhht6) | 1 | E2E
e09eecbc-f730-4962-95fc-7b34532bdd72 | E2E Tenant (xlsx-shell-v2-mslpyxjw-t6d4q9) | 1 | E2E
3af03119-965f-406d-a37c-f0cdcdbdab9e | E2E Tenant (xlsx-shell-v2-mslq0jgr-21gi1a) | 1 | E2E
830377f5-1447-4a66-804d-132474bdc0c5 | E2E Tenant (xlsx-shell-v2-mslq0zzi-34xtar) | 1 | E2E
d9e12695-c531-4fc2-bc3a-f19f7f0b630d | E2E Tenant (xlsx-shell-v2-mslq165q-j9q409) | 1 | E2E
738d004d-3c41-45a7-9504-1a47a992587d | E2E Tenant (xlsx-shell-v2-mslq19uy-87mod1) | 1 | E2E
eb66f3e1-b4c4-42e7-be66-857311275877 | E2E Tenant (xlsx-shell-v2-mslq1etu-moq11h) | 1 | E2E
104058b6-36ca-421e-b095-493abfa5f76c | E2E Tenant (xlsx-shell-v2-mslq1v35-gbm5ir) | 1 | E2E
dc65b789-8624-4562-bdca-a93a05f774ce | E2E Tenant (xlsx-shell-v2-mslq2cjf-4nkoje) | 1 | E2E
81aa704b-360c-4c3c-b514-83e861cfc2d7 | E2E Tenant (xlsx-shell-v2-mslq3542-09cqxt) | 1 | E2E
830fd07e-797b-4cb2-a1e2-5de9f55a3de9 | M09 E2E Sandbox | 1 | E2E
