,,,,ROTACJA MAGAZYNU - MATERIAŁY,Rotacja materiałów = Koszt zużytych materiałów / średnia wartość zapasu materiałów,"wskaźnik logistyczny mierzący, jak często materiały magazynowane w firmie są zużywane lub wymieniane w danym okresie. Wskaźnik ten odzwierciedla efektywność zarządzania materiałami w magazynie.",max. ,Miesiąc,Rozliczeniowy,Logistyka,,,,CEL,,,,,,,,,,,,,,
,,,,,,,dni,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,ROTACJA MAGAZYNU - TOWARY,Rotacja towarów = Koszt sprzedanych towarów / średnia wartość zapasu towarów,"wskaźnik logistyczny mierzący, jak często towary magazynowane przez firmę są sprzedawane i wymieniane w danym okresie. Wskaźnik ten pokazuje, jak efektywnie firma zarządza zapasami gotowych towarów.",max. ,Miesiąc,Rozliczeniowy,Logistyka,,,,CEL,,,,,,,,,,,,,,
,,,,,,,dni,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,ROTACJA MAGAZYNU - WIP,Rotacja WIP= Koszt produktów przetworzonych / Średnia wartość zapasów WIP​,"wskaźnik mierzący, jak często zapasy produktów w trakcie produkcji (Work in Progress - WIP) są przekształcane w gotowe produkty w danym okresie. Wskaźnik ten pozwala ocenić efektywność zarządzania procesem produkcyjnym.",max. ,Miesiąc,Rozliczeniowy,Logistyka,,,,CEL,,,,,,,,,,,,,,
,,,,,,,dni,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,ROTACJA MAGAZYNU - WYROBY GOTOWE,Rotacja magazynu wyrobóww gotowych = Koszt Sprzedaży Wyrobów Gotowych / Średni stan magazynowy wyrobów gotowych​,"wskaźnik odnosi się do efektywności zarządzania zapasami wyrobów gotowych w magazynie. Mierzy, jak często zapasy wyrobów gotowych są zużywane lub sprzedawane i zastępowane nowymi w określonym okresie.",max. ,Miesiąc,Rozliczeniowy,Logistyka,,,,CEL,,,,,,,,,,,,,,
,,,,,,,dni,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,Koszty transportu in (zdublowane w zakupach),Koszty transportu inbound = Całkowity koszt transportu towarów do zakładu,"wskaźnik operacyjny mierzący łączny koszt transportu towarów, surowców lub komponentów od dostawców do zakładu produkcyjnego lub magazynu firmy.",max.,Miesiąc,Rozliczeniowy,Logistyka,,,,CEL,,,,,,,,,,,,,,
,,,,,,,LC/1000,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,Koszty transportu out,Koszty transportu outbound = Całkowity koszt transportu wyrobów do klientów,"odnosi się do kosztów związanych z transportem wyrobów gotowych do klientów lub innych punktów dystrybucji. Mierzy, jak efektywnie zarządzane są koszty logistyczne związane z dostarczaniem produktów.",max.,Miesiąc,Rozliczeniowy,Logistyka,,,,CEL,,,,,,,,,,,,,,
,,,,,,,LC/1000,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,Opóźnienia w realizacji zamówień,Opóźnienia w realizacji zamówień (k PLN) = Wartość zamówień opóźnionych ×100 / Całkowita wartość zamówień ×100,"mierzy wartość zamówień, które nie zostały dostarczone w określonym terminie, co może wpływać na satysfakcję klientów, reputację firmy oraz wyniki finansowe.",max.,Miesiąc,Rozliczeniowy,Logistyka,,,,CEL,,,,,,,,,,,,,,
,,,,,,,LC/1000,,,,,,,Rezultat,,,,,,,,,,,,,,
,Dyrektor Jakość,,,WARTOŚĆ REKLAMACJI,,"mierzy łączną wartość finansową zgłoszonych reklamacji od klientów, co może sygnalizować poziom zadowolenia klientów oraz jakość dostarczanych produktów lub usług.",max.,Miesiąc,Informacyjny,Jakość,,,,CEL,,,,,,,,,,,,,,
,,,,,,,LC/1000,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,ŚREDNI CZAS ODPOWIEDZI NA REKLAMACJE KLIENTA,Średni czas odpowiedzi = Suma czasu odpowiedzi na reklamacje / Liczba rozpatrzonych reklamacji ​  ,"wskaźnik mierzy, jak dużo czasu firma potrzebuje, aby udzielić pełnej odpowiedzi na zgłoszoną reklamację klienta. Jest to kluczowy wskaźnik w zarządzaniu obsługą klienta, wpływający na poziom satysfakcji oraz wizerunek firmy.",max.,Miesiąc,Rozliczeniowy,,,,,CEL,,,,,,,,,,,,,,
,,,,,,,dni,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,REALIZACJA AUDYTÓW WEWNĘTRZNYCH,Liczba przeprowadzonych audytów / Liczba zaplanowanych audytów) * 100,Wskaźnik mierzy stopień realizacji zaplanowanych audytów wewnętrznych w stosunku do zaplanowanej liczby audytów.,min,Kwatalny,Rozliczeniowy,Jakość,,,,CEL,,,,,,,,,,,,,,
,,,,,,,szt.,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,RECERTYFIKACJA,Monitorowanie liczby ponownych certyfikacji w stosunku do całkowitej liczby wymaganych certyfikacji.,Wskaźnik monitoruje ponowne certyfikowanie produktów lub systemów po okresie ważności certyfikatu.,min,Roczny,Rozliczeniowy,Jakość,,,,CEL,,,,,,,,,,,,,,
,,,,,,,szt.,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,DRFP - Brakowość wyrobów gotowych - Niezalegalizowane/ Wyprodukowane,Liczba wyrobów nielegalizowanych / Liczba wyprodukowanych wyrobów) * 100,"Wskaźnik wyraża procent wyrobów gotowych, które nie spełniają wymagań i nie zostały zalegalizowane w stosunku do całkowitej liczby wyprodukowanych.",,,,,,,,CEL,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,IDCI - Koszty braków wewnętrznych - TKW braków wewnętrznych (separatory + braki nienaprawialne)/ TKW produkcji,Koszty braków wewnętrznych / TKW produkcji) * 100,Wskaźnik mierzy stosunek kosztów braków wewnętrznych do całkowitego kosztu wyprodukowanych towarów (TKW).,,,,,,,,CEL,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,TCPQ - Total cost of poor quality,Suma kosztów związanych z brakiem jakości (w produkcji; reklamacjach; naprawach; etc.),"Wskaźnik mierzy całkowity koszt niskiej jakości, w tym koszty związane z brakiem jakości w produkcji i usługach.",,,,,,,,CEL,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,CUSTOMER RETURNS (INTERNAL),Liczba zwrotów wewnętrznych / Liczba sprzedanych produktów) * 100,Wskaźnik mierzy liczbę zwrotów wewnętrznych produktów od klientów w danym okresie.,,,,,,,,CEL,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,PENALTIES,Suma kar finansowych nałożonych w danym okresie,Suma kar finansowych nałożonych w danym okresie,,,,,,,,CEL,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,Reklamacje wewnętrzne (PPM),"Liczba reklamacji wewnętrznych / Całkowita produkcja * 1,000,000",Wskaźnik mierzy liczbę reklamacji wewnętrznych wyrażonych w częściach na milion (PPM) w odniesieniu do całkowitej produkcji.,,,,,,,,CEL,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,Reklamacje zewnętrzne (PPM),"Liczba reklamacji zewnętrznych / Liczba sprzedanych produktów * 1,000,000",Wskaźnik mierzy liczbę reklamacji zewnętrznych wyrażonych w częściach na milion (PPM) w odniesieniu do liczby sprzedanych produktów.,,,,,,,,CEL,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Rezultat,,,,,,,,,,,,,,
,Dyrektor IT/OT,,,SZYBKOŚĆ REAKCJI NA ZGŁOSZENIA (TICKET),Średni czas od zgłoszenia do podjęcia pierwszej akcji.,"Wskaźnik mierzy średni czas reakcji na zgłoszenia ticketowe (np. problemy techniczne, awarie).",max,Miesiąc,Rozliczeniowy,Sprzedaż,,,,CEL,,,,,,,,,,,,,,
,,,,,,,dni,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,CZAS KRYTYCZNYCH PRZERW USŁUGI SYSTEMOWEJ (ERP ETC.),Czas trwania przerw krytycznych / Całkowity czas pracy systemu * 100,"Wskaźnik monitoruje czas trwania krytycznych przerw w dostępie do kluczowych systemów, takich jak ERP.",max,Miesiąc,Rozliczeniowy,Sprzedaż,,,,CEL,,,,,,,,,,,,,,
,,,,,,,dni,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,LICZBA ZGŁOSZEŃ DO IT,Suma wszystkich zgłoszeń do IT w danym okresie.,Wskaźnik mierzy liczbę zgłoszeń do działu IT w danym okresie.,min. ,Miesiąc,Informacyjny,Sprzedaż,,,,CEL,,,,,,,,,,,,,,
,,,,,,,szt.,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,% ZREALIZOWANYCH ZGŁOSZEŃ W TERMINIE,Liczba zgłoszeń rozwiązanych w terminie / Liczba wszystkich zgłoszeń * 100,Wskaźnik mierzy procent zgłoszeń rozwiązanych w terminie w stosunku do wszystkich zgłoszeń.,min. ,Narastająco,Rozliczeniowy,Sprzedaż,,,,CEL,,,,,,,,,,,,,,
,,,,,,,%,,,,,,,Rezultat,,,,,,,,,,,,,,
,Dyrektor HR,,,KOSZT PRACY BEZPOŚREDNIO-PRODUKCYJNEJ,Suma kosztów wynagrodzeń pracowników bezpośrednio-produkcyjnych w danym okresie.,Wskaźnik mierzy całkowity koszt pracy pracowników bezpośrednio zaangażowanych w produkcję.,max.,Miesiąc,Rozliczeniowy,HR,,,,CEL,,,,,,,,,,,,,,
,,,,,,,% sprzedaży,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,KOSZT PRACY POŚREDNIO-PRODUKCYJNEJ,Suma kosztów wynagrodzeń pracowników pośrednio-produkcyjnych w danym okresie.,Wskaźnik mierzy całkowity koszt pracy pracowników pośrednio zaangażowanych w proces produkcji.,max.,Miesiąc,Rozliczeniowy,HR,,,,CEL,,,,,,,,,,,,,,
,,,,,,,% sprzedaży,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,HEADCOUNT - PRACOWNICY BEZPOŚREDNIO-PRODUKCYJNi,Liczba pracowników bezpośrednio zaangażowanych w produkcję.,Wskaźnik mierzy liczbę pracowników bezpośrednio zaangażowanych w produkcję.,max.,Miesiąc,Rozliczeniowy,HR,,,,CEL,,,,,,,,,,,,,,
,,,,,,,szt.,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,HEADCOUNT - PRACOWNICY POŚREDNIO-PRODUKCYJNi,Liczba pracowników pośrednio zaangażowanych w produkcję.,Wskaźnik mierzy liczbę pracowników pośrednio zaangażowanych w proces produkcji.,max.,Miesiąc,Rozliczeniowy,HR,,,,CEL,,,,,,,,,,,,,,
,,,,,,,szt.,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,ABSENCJA,Liczba dni/ godzin absencji / Całkowita liczba dni/godzin pracy * 100,Wskaźnik mierzy poziom absencji pracowników w stosunku do całkowitego czasu pracy.,max. ,Miesiąc,Informacyjny,HR,,,,CEL,,,,,,,,,,,,,,
,,,,,,,%,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,WSPÓŁCZYNNIK ROTACJI,"Liczba pracowników, którzy opuścili firmę / Średnia liczba pracowników * 100","Wskaźnik mierzy odsetek pracowników, którzy opuścili firmę w danym okresie.",max. ,Miesiąc,Informacyjny,HR,,,,CEL,,,,,,,,,,,,,,
,,,,,,,%,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,POZIOM WYKORZYSTANIA URLOPÓW,Liczba dni/godzin wykorzystanych urlopów / Całkowita liczba dostępnych dni/godzin urlopów * 100,Wskaźnik mierzy procent wykorzystanych urlopów w stosunku do całkowitej liczby dostępnych urlopów.,min,Miesiąc,Informacyjny,HR,,,,CEL,,,,,,,,,,,,,,
,,,,,,,%,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,Urlopy niewykorzystane (dni),Liczba dni niewykorzystanych urlopów na koniec okresu.,Wskaźnik mierzy liczbę dni niewykorzystanych urlopów na koniec okresu.,max. ,Miesiąc,Informacyjny,HR,,,,CEL,,,,,,,,,,,,,,
,,,,,,,dni,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,Liczba nadgodzin,Liczba nadgodzin przepracowanych przez pracowników w danym okresie.,Wskaźnik mierzy całkowitą liczbę nadgodzin przepracowanych przez pracowników.,max. ,Miesiąc,Informacyjny,HR,,,,CEL,,,,,,,,,,,,,,
,,,,,,,h,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,Wielkość zatrudnienia (Full Time Equivalent Pracownicy Tymczasowi),Liczba pełnych etatów (FTE) pracowników tymczasowych.,Wskaźnik mierzy liczbę pełnych etatów (FTE) pracowników tymczasowych.,max.,Miesiąc,Rozliczeniowy,HR,,,,CEL,,,,,,,,,,,,,,
,,,,,,,szt.,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,Otwarte rekrutacje DL (number),Liczba otwartych rekrutacji na stanowiska DL (Direct Labor).,Wskaźnik mierzy liczbę otwartych rekrutacji na stanowiska DL (Direct Labor).,,,,Sprzedaż,,,,CEL,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Rezultat,,,,,,,,,,,,,,
,CFO,,,PRZYGOTOWANIE RAPORTÓW FINANSOWYCH NA CZAS,Liczba raportów przygotowanych na czas / Liczba raportów planowanych * 100,Wskaźnik mierzy terminowość przygotowania raportów finansowych zgodnie z ustalonym harmonogramem.,max.,Miesiąc,Rozliczeniowy,,,,,CEL,,,,,,,,,,,,,,
,,,,,,,%,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,"TERMINOWA SPRAWOZDAWCZOŚĆ WYNIKOWA, MARŻOWA, URZĘDOWA",Liczba raportów dostarczonych na czas / Liczba wymaganych raportów * 100,"Wskaźnik mierzy terminowość dostarczania raportów wynikowych, marżowych oraz urzędowych zgodnie z wymaganiami.",max.,Miesiąc,Rozliczeniowy,,,,,CEL,,,,,,,,,,,,,,
,,,,,,,%,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,TERMINOWE ROZLICZANIE RAPORTÓW SSE,Liczba raportów SSE rozliczonych na czas / Liczba raportów planowanych * 100,Wskaźnik mierzy terminowość rozliczania raportów SSE (Specjalna Strefa Ekonomiczna).,max.,Miesiąc,Rozliczeniowy,,,,,CEL,,,,,,,,,,,,,,
,,,,,,,%,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,EBITDA ,Zysk operacyjny + Amortyzacja,"Wskaźnik mierzy wynik operacyjny przed potrąceniem odsetek, podatków i amortyzacji.",min.,Miesiąc,Informacyjny,Finanse,,,,CEL,,,,,,,,,,,,,,
,,,,,,,LC/1000,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,Koszty ogólnego zarządu,Całkowite koszty ogólne poniesione przez zarząd w danym okresie.,Wskaźnik mierzy całkowite koszty poniesione na ogólne zarządzanie firmą.,max.,Miesiąc,Informacyjny,,,,,CEL,,,,,,,,,,,,,,
,,,,,,,LC/1000,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,Marża bezpośrednia,Przychody ze sprzedaży - Koszty bezpośrednie,Wskaźnik mierzy różnicę pomiędzy przychodami ze sprzedaży a kosztami bezpośrednimi produkcji.,min.,Miesiąc,Informacyjny,,,,,CEL,,,,,,,,,,,,,,
,,,,,,,LC/1000,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,Zysk netto,Przychody - Koszty - Podatki,Wskaźnik mierzy całkowity zysk netto po potrąceniu kosztów i podatków.,min.,Miesiąc,Informacyjny,,,,,CEL,,,,,,,,,,,,,,
,,,,,,,LC/1000,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,KON - Kapitał Obrotowy Netto,Aktywa obrotowe - Zobowiązania bieżące,Wskaźnik mierzy różnicę pomiędzy aktywami obrotowymi a zobowiązaniami bieżącymi.,min.,Miesiąc,Informacyjny,,,,,CEL,,,,,,,,,,,,,,
,,,,,,,LC/1000,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,Należności,Wartość należności od klientów na koniec okresu.,Wskaźnik mierzy wartość należności od klientów w danym okresie.,max.,Miesiąc,Informacyjny,,,,,CEL,,,,,,,,,,,,,,
,,,,,,,LC/1000,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,Zobowiązania,Wartość zobowiązań na koniec okresu.,Wskaźnik mierzy wartość zobowiązań firmy w danym okresie.,min.,Miesiąc,Informacyjny,,,,,CEL,,,,,,,,,,,,,,
,,,,,,,LC/1000,,,,,,,Rezultat,,,,,,,,,,,,,,
,Dopasowanie  produktu / tech procesu,TECHNICAL & INVESTMENT,,,,,,,,,,,,CEL,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,,,,,,,,,,,CEL,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,,,,,,,,,,,CEL,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,,,,,,,,,,,CEL,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,,,,,,,,,,,CEL,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,,,,,,,COO,,,,CEL,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Rezultat,,,,,,,,,,,,,,
,Produkcja,,,WIELKOŚĆ PRODUKCJI,Całkowita liczba wyprodukowanych towarów w danym okresie.,Wskaźnik mierzy całkowitą wielkość wyprodukowanych towarów w danym okresie.,min. ,Miesiąc,Informacyjny,Produkcja,,,,CEL,,,,,,,,,,,,,,
,,,,,,,m 2,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,OEE - ŚREDNIE CAŁY ZAKŁAD,Całkowita dostępność x Wydajność x Jakość dla całego zakładu.,Wskaźnik mierzy średnią efektywność wykorzystania maszyn i urządzeń na poziomie całego zakładu.,min. ,Miesiąc,Rozliczeniowy,Produkcja,,,,CEL,,,,,,,,,,,,,,
,,,,,,,%,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,OEE - na kluczowych stanowiskach,Całkowita dostępność x Wydajność x Jakość na kluczowych stanowiskach.,Wskaźnik mierzy efektywność operacyjną na kluczowych stanowiskach produkcyjnych.,min. ,Miesiąc,Rozliczeniowy,Produkcja,,,,CEL,,,,,,,,,,,,,,
,,,,,,,%,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,ODPAD PRODUKCYJNY,Liczba ton/m3 odpadu produkcyjnego / Całkowita produkcja x 100,Wskaźnik mierzy ilość odpadu produkcyjnego w stosunku do całkowitej produkcji.,max.,Miesiąc,Rozliczeniowy,Produkcja,,,,CEL,,,,,,,,,,,,,,
,,,,,,,%,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,WARTOŚĆ NADGODZIN PŁATNYCH,Suma wartości nadgodzin płatnych w danym okresie.,Wskaźnik mierzy całkowitą wartość nadgodzin płatnych pracowników.,max. ,Miesiąc,Rozliczeniowy,COO,,,,CEL,,,,,,,,,,,,,,
,,,,,,,LC/1000,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,DIRECT LABOR,Liczba pracowników bezpośrednio zaangażowanych w produkcję.,Wskaźnik mierzy liczbę pracowników bezpośrednio zaangażowanych w produkcję.,max.,Miesiąc,Rozliczeniowy,,,,,CEL,,,,,,,,,,,,,,
,,,,,,,szt.,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,INDIRECT LABOR,Liczba pracowników pośrednio zaangażowanych w produkcję.,Wskaźnik mierzy liczbę pracowników pośrednio zaangażowanych w produkcję.,max.,Miesiąc,Rozliczeniowy,Sprzedaż,,,,CEL,,,,,,,,,,,,,,
,,,,,,,szt.,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,Poziom Backlog,Wartość zamówień zaległych / Całkowita wartość zamówień x 100,Wskaźnik mierzy poziom zaległości produkcyjnych w stosunku do zamówień.,,,,,,,,CEL,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,Stopień realizacji planu produkcji (szt zdane do magazynu - wyrób gotowy),Liczba wyrobów gotowych przekazanych do magazynu / Planowana produkcja x 100,Wskaźnik mierzy stopień realizacji planu produkcji na podstawie liczby wyrobów gotowych.,,,,,,,,CEL,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,Terminowość dostaw (OTIF - On-Time In-Full),Liczba dostaw terminowych / Całkowita liczba dostaw x 100,Wskaźnik mierzy terminowość dostaw produktów zgodnie z zasadą On-Time In-Full.,,,,,,,,CEL,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,"FTA/FTQ (First Time Quality, Accurate - średni z linii)",Liczba produktów spełniających wymogi jakościowe za pierwszym razem / Całkowita produkcja x 100,Wskaźnik mierzy jakość produkcji na podstawie wskaźnika First Time Quality.,,,,,,,,CEL,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,Realizacja Capacity,Wydajność rzeczywista / Wydajność planowana x 100,Wskaźnik mierzy stopień realizacji planowanej wydajności produkcyjnej (capacity).,,,,,,,,CEL,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,Koszty braków,Całkowite koszty braków produkcyjnych w danym okresie.,Wskaźnik mierzy całkowite koszty związane z brakami produkcyjnymi.,,,,,,,,CEL,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,LICZBA WYPADKÓW,Liczba wypadków zarejestrowanych w danym okresie.,Wskaźnik mierzy liczbę wypadków w zakładzie w danym okresie.,,,,,,,,CEL,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Rezultat,,,,,,,,,,,,,,
,Utrzymanie Ruchu,,,CZAS AWARII,Całkowity czas trwania awarii w godzinach.,Całkowity czas trwania awarii w godzinach.,max. ,Miesiąc,Rozliczeniowy,UR,,,,CEL,,,,,,,,,,,,,,
,,,,,,,h,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,LICZBA AWARII,Liczba zarejestrowanych awarii w danym okresie.,Liczba zarejestrowanych awarii w danym okresie.,max.,Miesiąc,Rozliczeniowy,UR,,,,CEL,,,,,,,,,,,,,,
,,,,,,,szt.,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,NARASTAJĄCO REALIZOWANE WYDATKI NA UR,Łączna kwota wydatków poniesionych na utrzymanie ruchu w danym okresie.,Łączna kwota wydatków poniesionych na utrzymanie ruchu w danym okresie.,max. ,Miesiąc,Informacyjny,UR,,,,CEL,,,,,,,,,,,,,,
,,,,,,,szt.,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,LICZBA ZREALIZOWANYCH GODZIN PRZEGLĄDÓW PREWENCYJNYCH ,Suma zrealizowanych godzin przeznaczonych na przeglądy prewencyjne w danym okresie.,Suma zrealizowanych godzin przeznaczonych na przeglądy prewencyjne w danym okresie.,min.,Miesiąc,Rozliczeniowy,UR,,,,CEL,,,,,,,,,,,,,,
,,,,,,,h,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,ZUŻYCIE GAZU,Suma zużycia gazu w m3 w danym okresie.,Suma zużycia gazu w m3 w danym okresie.,max.,Miesiąc,informacyjny,UR,,,,CEL,,,,,,,,,,,,,,
,,,,,,,m3,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,ZUŻYCIE ENERGII ELEKTRYCZNEJ,Suma zużycia energii elektrycznej w kWh w danym okresie.,Suma zużycia energii elektrycznej w kWh w danym okresie.,max,Miesiąc,informacyjny,UR,,,,CEL,,,,,,,,,,,,,,
,,,,,,,kWh,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,ZUŻYCIE ENRGII CIEPLNEJ,Suma zużycia energii cieplnej w GJ w danym okresie.,Suma zużycia energii cieplnej w GJ w danym okresie.,max.,Miesiąc,informacyjny,UR,,,,CEL,,,,,,,,,,,,,,
,,,,,,,m3,,,,,,,Rezultat,,,,,,,,,,,,,,
,PLANT DIRECTOR,PLANT DIRECTOR,,PPH (m2/LICZBA PRACOWNIKÓW BEZP./POŚR.),#REF!,#REF!,max.,Miesiąc,Rozliczeniowy,Produkcja,,,,CEL,,,,,,,,,,,,,,
,,,,,,,m2/head,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,% REALIZACJI BUDŻETU KOSZTÓW ZAKŁADU,#REF!,#REF!,max. ,Miesiąc,Rozliczeniowy,Produkcja,,,,CEL,,,,,,,,,,,,,,
,,,,,,,%,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,ŚREDNI POZIOM WYPEŁNIENIA NACZEPY (% LUB M2 / TRANSPORT),#REF!,#REF!,max.,Miesiąc,Rozliczeniowy,Produkcja,,,,CEL,,,,,,,,,,,,,,
,,,,,,,%/m2/transport,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,WIELKOŚĆ SPRZEDAŻY,#REF!,#REF!,min. ,Miesiąc,Rozliczeniowy,COO,,,,CEL,,,,,,,,,,,,,,
,,,,,,,m2,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,LICZBA REKLAMACJI,#REF!,#REF!,max,Miesiąc,Rozliczeniowy,COO,,,,CEL,,,,,,,,,,,,,,
,,,,,,,liczba,,,,,,,Rezultat,,,,,,,,,,,,,,
,PLANT DIRECTOR,LEAN,,LICZBA (WDROŻONYCH ?) INICJATYW KAIZEN,#REF!,#REF!,min. ,Miesiąc,Rozliczeniowy,Sprzedaż,,,,CEL,,,,,,,,,,,,,,
,,,,,,,szt.,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,REALIZACJA ZADAŃ Z ACTION PLAN LEAN / POSTĘP PROJEKTU,#REF!,#REF!,min. ,Miesiąc,Rozliczeniowy,Sprzedaż,,,,CEL,,,,,,,,,,,,,,
,,,,,,,%,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,WIELKOŚĆ OSZCZĘDNOŚCI Z OPTYMALIZACJI,#REF!,#REF!,min. ,Miesiąc,Informacyjny,Sprzedaż,,,,CEL,,,,,,,,,,,,,,
,,,,,,,LC/1000,,,,,,,Rezultat,,,,,,,,,,,,,,
,PLANT DIRECTOR,PLANOWANIE,,WIP ROTACJA - TEKTURA,#REF!,#REF!,max. ,Miesiąc,Rozliczeniowy,Planowanie,,,,CEL,,,,,,,,,,,,,,
,,,,,,,dni,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,"WIP TEKTURA - PODŁOGA, LICZBA PALET",#REF!,#REF!,max. ,Miesiąc,Rozliczeniowy,Planowanie,,,,CEL,,,,,,,,,,,,,,
,,,,,,,m kw,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,UTYLIZACJA MOCY PRODUKCYJNYCH (BEZ ZMIAN DODATKOWYCH),#REF!,#REF!,min.,Miesiąc,Rozliczeniowy,,,,,CEL,,,,,,,,,,,,,,
,,,,,,,%/zmian,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,ROTACJA ZAPASÓW (PAPIER; TYCHY),#REF!,#REF!,max.,Miesiąc,Rozliczeniowy,,,,,CEL,,,,,,,,,,,,,,
,,,,,,,dni,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,WIP - PÓŁWYRÓB ROTACJA,#REF!,#REF!,max. ,Miesiąc,Rozliczeniowy,Planowanie,,,,CEL,,,,,,,,,,,,,,
,,,,,,,dni,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,WIP PÓŁWYRÓB (PODŁOGA) - LICZBA PALET,#REF!,#REF!,max. ,Miesiąc,Rozliczeniowy,Planowanie,,,,CEL,,,,,,,,,,,,,,
,,,,,,,m kw,,,,,,,Rezultat,,,,,,,,,,,,,,
