public	access_code_usage	code_id	public	access_codes	id
public	finance_budget_scenario_adjustment_command_receipts	budget_id	public	budget_scenarios	budget_id
public	finance_budget_scenario_adjustment_command_receipts	budget_id	public	budgets	id
public	finance_budget_scenario_adjustment_command_receipts	created_by	public	users	id
public	finance_budget_scenario_adjustment_command_receipts	organization_id	public	budgets	organization_id
public	finance_budget_scenario_adjustment_command_receipts	organization_id	public	organizations	id
public	finance_budget_scenario_adjustment_command_receipts	scenario_id	public	budget_scenarios	id
public	finance_business_versions	artifact_id	public	finance_artifacts	artifact_id
public	finance_business_versions	compute_snapshot_id	public	finance_compute_snapshots	compute_snapshot_id
public	finance_business_versions	engine_manifest_id	public	finance_engine_manifests	engine_manifest_id
public	finance_business_versions	organization_id	public	finance_artifacts	organization_id
public	finance_business_versions	parent_version_id	public	finance_business_versions	business_version_id
public	finance_business_versions	source_working_revision_id	public	finance_working_revisions	working_revision_id
public	finance_business_versions	superseded_by_version_id	public	finance_business_versions	business_version_id
public	finance_comment_assignments	comment_id	public	finance_comments	id
public	finance_comment_assignments	comment_id	public	finance_comments	id
public	finance_comment_assignments	organization_id	public	finance_comments	organization_id
public	finance_comment_assignments	organization_id	public	organizations	id
public	finance_comments	artifact_id	public	finance_artifacts	artifact_id
public	finance_comments	business_version_id	public	finance_business_versions	business_version_id
public	finance_comments	organization_id	public	finance_artifacts	organization_id
public	finance_comments	organization_id	public	finance_business_versions	organization_id
public	finance_comments	organization_id	public	organizations	id
public	finance_compute_snapshots	artifact_id	public	finance_artifacts	artifact_id
public	finance_compute_snapshots	engine_manifest_id	public	finance_engine_manifests	engine_manifest_id
public	finance_compute_snapshots	organization_id	public	finance_artifacts	organization_id
public	finance_compute_snapshots	working_revision_id	public	finance_working_revisions	working_revision_id
public	finance_digitization_analysis_archive_receipts	analysis_id	public	digitization_analyses	id
public	finance_digitization_analysis_duplicate_command_receipts	duplicate_analysis_id	public	digitization_analyses	id
public	finance_digitization_analysis_duplicate_command_receipts	source_analysis_id	public	digitization_analyses	id
public	finance_digitization_analysis_financials_receipts	analysis_id	public	digitization_analyses	id
public	finance_digitization_analysis_financials_receipts	financials_id	public	analysis_financials	id
public	finance_digitization_analysis_initiative_link_receipts	analysis_id	public	digitization_analyses	id
public	finance_digitization_analysis_initiative_link_receipts	initiative_id	public	initiatives	id
public	finance_digitization_analysis_planned_benefit_command_receipts	analysis_id	public	digitization_analyses	id
public	finance_digitization_analysis_planned_benefit_command_receipts	benefit_tracking_id	public	benefit_tracking	id
public	finance_digitization_analysis_registration_receipts	analysis_id	public	digitization_analyses	id
public	finance_digitization_analysis_scenario_command_receipts	analysis_id	public	digitization_analyses	id
public	finance_digitization_analysis_scenario_command_receipts	scenario_id	public	analysis_financial_scenarios	id
public	finance_digitization_analysis_update_receipts	analysis_id	public	digitization_analyses	id
public	finance_exceptions	artifact_id	public	finance_artifacts	artifact_id
public	finance_exceptions	business_version_id	public	finance_business_versions	business_version_id
public	finance_exceptions	organization_id	public	finance_artifacts	organization_id
public	finance_exceptions	organization_id	public	finance_business_versions	organization_id
public	finance_exceptions	organization_id	public	organizations	id
public	finance_exceptions	working_revision_id	public	finance_working_revisions	working_revision_id
public	finance_export_evidence_items	export_manifest_id	public	finance_export_manifests	export_manifest_id
public	finance_export_manifest_sources	export_manifest_id	public	finance_export_manifests	export_manifest_id
public	finance_export_manifests	organization_id	public	finance_artifacts	organization_id
public	finance_export_manifests	organization_id	public	finance_business_versions	organization_id
public	finance_export_manifests	organization_id	public	organizations	id
public	finance_export_manifests	primary_artifact_id	public	finance_artifacts	artifact_id
public	finance_export_manifests	primary_business_version_id	public	finance_business_versions	business_version_id
public	finance_import_receipts	artifact_id	public	finance_artifacts	artifact_id
public	finance_import_receipts	business_version_id	public	finance_business_versions	business_version_id
public	finance_import_receipts	organization_id	public	organizations	id
public	finance_import_receipts	working_revision_id	public	finance_working_revisions	working_revision_id
public	finance_legal_holds	organization_id	public	organizations	id
public	finance_lineage_edges	organization_id	public	finance_business_versions	organization_id
public	finance_lineage_edges	organization_id	public	finance_business_versions	organization_id
public	finance_lineage_edges	organization_id	public	organizations	id
public	finance_lineage_edges	source_version_id	public	finance_business_versions	business_version_id
public	finance_lineage_edges	target_version_id	public	finance_business_versions	business_version_id
public	finance_lineage_freshness_events	organization_id	public	organizations	id
public	finance_lineage_freshness_events	triggering_edge_id	public	finance_lineage_edges	id
public	finance_periods	organization_id	public	organizations	id
public	finance_post_investment_reviews	baseline_model_id	public	financial_models	id
public	finance_post_investment_reviews	initiative_id	public	initiatives	id
public	finance_post_investment_reviews	initiative_id	public	initiatives	id
public	finance_post_investment_reviews	organization_id	public	initiatives	organization_id
public	finance_post_investment_reviews	organization_id	public	organizations	id
public	finance_prediction_authoring_receipts	business_version_id	public	finance_business_versions	business_version_id
public	finance_prediction_authoring_receipts	organization_id	public	finance_business_versions	organization_id
public	finance_prediction_authoring_receipts	organization_id	public	organizations	id
public	finance_prediction_conflict_resolutions	business_version_id	public	finance_business_versions	business_version_id
public	finance_prediction_conflict_resolutions	finding_id	public	finance_prediction_preflight_findings	id
public	finance_prediction_conflict_resolutions	organization_id	public	finance_business_versions	organization_id
public	finance_prediction_driver_line_map	canonical_line_id	public	financial_statement_lines	id
public	finance_prediction_driver_overrides	business_version_id	public	finance_business_versions	business_version_id
public	finance_prediction_driver_overrides	canonical_line_id	public	financial_statement_lines	id
public	finance_prediction_driver_overrides	entity_id	public	finance_stmt_entities	id
public	finance_prediction_driver_overrides	organization_id	public	finance_business_versions	organization_id
public	finance_prediction_driver_overrides	period_id	public	finance_stmt_periods	period_id
public	finance_prediction_financing	business_version_id	public	finance_business_versions	business_version_id
public	finance_prediction_financing	entity_id	public	finance_stmt_entities	id
public	finance_prediction_financing	organization_id	public	finance_business_versions	organization_id
public	finance_prediction_financing	period_id	public	finance_stmt_periods	period_id
public	finance_prediction_impact_chain	business_version_id	public	finance_business_versions	business_version_id
public	finance_prediction_impact_chain	cannibalizes_impact_id	public	finance_prediction_impact_chain	id
public	finance_prediction_impact_chain	entity_id	public	finance_stmt_entities	id
public	finance_prediction_impact_chain	initiative_id	public	finance_prediction_initiatives	id
public	finance_prediction_impact_chain	kpi_catalog_id	public	finance_analysis_kpi_catalog	id
public	finance_prediction_impact_chain	organization_id	public	finance_business_versions	organization_id
public	finance_prediction_impact_chain	start_period_id	public	finance_stmt_periods	period_id
public	finance_prediction_impact_chain	statement_line_id	public	financial_statement_lines	id
public	finance_prediction_initiatives	business_version_id	public	finance_business_versions	business_version_id
public	finance_prediction_initiatives	default_start_period_id	public	finance_stmt_periods	period_id
public	finance_prediction_initiatives	organization_id	public	finance_business_versions	organization_id
public	finance_prediction_outputs	business_version_id	public	finance_business_versions	business_version_id
public	finance_prediction_outputs	canonical_line_id	public	financial_statement_lines	id
public	finance_prediction_outputs	entity_id	public	finance_stmt_entities	id
public	finance_prediction_outputs	organization_id	public	finance_business_versions	organization_id
public	finance_prediction_outputs	period_id	public	finance_stmt_periods	period_id
public	finance_prediction_preflight_findings	business_version_id	public	finance_business_versions	business_version_id
public	finance_prediction_preflight_findings	canonical_line_id	public	financial_statement_lines	id
public	finance_prediction_preflight_findings	entity_id	public	finance_stmt_entities	id
public	finance_prediction_preflight_findings	organization_id	public	finance_business_versions	organization_id
public	finance_prediction_preflight_findings	period_id	public	finance_stmt_periods	period_id
public	finance_prediction_preflight_findings	preflight_run_id	public	finance_prediction_preflight_runs	id
public	finance_prediction_preflight_runs	business_version_id	public	finance_business_versions	business_version_id
public	finance_prediction_preflight_runs	organization_id	public	finance_business_versions	organization_id
public	finance_prediction_preflight_runs	superseded_by_preflight_run_id	public	finance_prediction_preflight_runs	id
public	finance_prediction_scenarios	business_version_id	public	finance_business_versions	business_version_id
public	finance_prediction_scenarios	organization_id	public	finance_business_versions	organization_id
public	finance_reconciliation_runs	artifact_id	public	finance_artifacts	artifact_id
public	finance_reconciliation_runs	business_version_id	public	finance_business_versions	business_version_id
public	finance_reconciliation_runs	coverage_exception_id	public	finance_exceptions	id
public	finance_reconciliation_runs	linked_exception_id	public	finance_exceptions	id
public	finance_reconciliation_runs	organization_id	public	finance_artifacts	organization_id
public	finance_reconciliation_runs	organization_id	public	finance_business_versions	organization_id
public	finance_reconciliation_runs	organization_id	public	organizations	id
public	finance_retention_policies	superseded_by_policy_id	public	finance_retention_policies	retention_policy_id
public	finance_review_checklists	business_version_id	public	finance_business_versions	business_version_id
public	finance_review_checklists	organization_id	public	finance_business_versions	organization_id
public	finance_review_checklists	organization_id	public	organizations	id
public	finance_saved_views	artifact_id	public	finance_artifacts	artifact_id
public	finance_saved_views	organization_id	public	finance_artifacts	organization_id
public	finance_saved_views	organization_id	public	organizations	id
public	finance_settings_command_receipts	organization_id	public	organizations	id
public	finance_settings_states	organization_id	public	organizations	id
public	finance_statement_confirmation_receipts	artifact_id	public	finance_artifacts	artifact_id
public	finance_statement_confirmation_receipts	business_version_id	public	finance_business_versions	business_version_id
public	finance_statement_confirmation_receipts	confirmed_by	public	users	id
public	finance_statement_confirmation_receipts	organization_id	public	finance_artifacts	organization_id
public	finance_statement_confirmation_receipts	organization_id	public	finance_business_versions	organization_id
public	finance_statement_confirmation_receipts	organization_id	public	finance_statement_source_receipts	organization_id
public	finance_statement_confirmation_receipts	organization_id	public	finance_working_revisions	organization_id
public	finance_statement_confirmation_receipts	organization_id	public	financial_statement_packs	organization_id
public	finance_statement_confirmation_receipts	organization_id	public	financial_statements	organization_id
public	finance_statement_confirmation_receipts	organization_id	public	organizations	id
public	finance_statement_confirmation_receipts	source_receipt_id	public	finance_statement_source_receipts	receipt_id
public	finance_statement_confirmation_receipts	statement_id	public	finance_statement_source_receipts	statement_id
public	finance_statement_confirmation_receipts	statement_id	public	financial_statements	id
public	finance_statement_confirmation_receipts	statement_pack_id	public	financial_statement_packs	id
public	finance_statement_confirmation_receipts	working_revision_id	public	finance_working_revisions	working_revision_id
public	finance_statement_manual_mapping_decisions	candidate_row_id	public	financial_statement_candidate_rows	id
public	finance_statement_manual_mapping_decisions	canonical_line_id	public	financial_statement_lines	id
public	finance_statement_manual_mapping_decisions	decided_by	public	users	id
public	finance_statement_manual_mapping_decisions	organization_id	public	finance_statement_source_receipts	organization_id
public	finance_statement_manual_mapping_decisions	organization_id	public	financial_statements	organization_id
public	finance_statement_manual_mapping_decisions	organization_id	public	organizations	id
public	finance_statement_manual_mapping_decisions	source_receipt_id	public	finance_statement_source_receipts	receipt_id
public	finance_statement_manual_mapping_decisions	statement_id	public	finance_statement_source_receipts	statement_id
public	finance_statement_manual_mapping_decisions	statement_id	public	financial_statement_candidate_rows	statement_id
public	finance_statement_manual_mapping_decisions	statement_id	public	financial_statements	id
public	finance_statement_pack_archive_command_receipts	archived_by	public	users	id
public	finance_statement_pack_archive_command_receipts	organization_id	public	financial_statement_packs	organization_id
public	finance_statement_pack_archive_command_receipts	organization_id	public	organizations	id
public	finance_statement_pack_archive_command_receipts	pack_id	public	financial_statement_packs	id
public	finance_statement_source_receipts	imported_by	public	users	id
public	finance_statement_source_receipts	ingest_run_id	public	financial_statement_ingest_runs	id
public	finance_statement_source_receipts	organization_id	public	financial_statement_ingest_runs	organization_id
public	finance_statement_source_receipts	organization_id	public	financial_statements	organization_id
public	finance_statement_source_receipts	organization_id	public	organizations	id
public	finance_statement_source_receipts	statement_id	public	financial_statement_ingest_runs	statement_id
public	finance_statement_source_receipts	statement_id	public	financial_statements	id
public	finance_stmt_calendars	organization_id	public	organizations	id
public	finance_stmt_entities	business_version_id	public	finance_business_versions	business_version_id
public	finance_stmt_entities	organization_id	public	finance_business_versions	organization_id
public	finance_stmt_entities	parent_entity_row_id	public	finance_stmt_entities	id
public	finance_stmt_fx	business_version_id	public	finance_business_versions	business_version_id
public	finance_stmt_fx	organization_id	public	finance_business_versions	organization_id
public	finance_stmt_fx	period_id	public	finance_stmt_periods	period_id
public	finance_stmt_lines	business_version_id	public	finance_business_versions	business_version_id
public	finance_stmt_lines	canonical_line_id	public	financial_statement_lines	id
public	finance_stmt_lines	entity_id	public	finance_stmt_entities	id
public	finance_stmt_lines	organization_id	public	finance_business_versions	organization_id
public	finance_stmt_lines	period_id	public	finance_stmt_periods	period_id
public	finance_stmt_lines	reclassified_from_line_id	public	finance_stmt_lines	id
public	finance_stmt_periods	fiscal_calendar_id	public	finance_stmt_calendars	fiscal_calendar_id
public	finance_stmt_periods	organization_id	public	organizations	id
public	finance_stmt_periods	previous_period_id	public	finance_stmt_periods	period_id
public	finance_stmt_reconciliation	business_version_id	public	finance_business_versions	business_version_id
public	finance_stmt_reconciliation	canonical_line_id	public	financial_statement_lines	id
public	finance_stmt_reconciliation	duplicate_of_row_id	public	finance_stmt_reconciliation	id
public	finance_stmt_reconciliation	elimination_counterparty_entity_id	public	finance_stmt_entities	id
public	finance_stmt_reconciliation	entity_id	public	finance_stmt_entities	id
public	finance_stmt_reconciliation	organization_id	public	finance_business_versions	organization_id
public	finance_stmt_reconciliation	period_id	public	finance_stmt_periods	period_id
public	finance_stmt_reconciliation	reclass_target_line_id	public	financial_statement_lines	id
public	finance_stmt_reconciliation	reconciliation_run_id	public	finance_reconciliation_runs	id
public	finance_stmt_source_evidence	business_version_id	public	finance_business_versions	business_version_id
public	finance_stmt_source_evidence	organization_id	public	finance_business_versions	organization_id
public	finance_stmt_source_evidence	stmt_line_id	public	finance_stmt_lines	id
public	finance_valuation_advisor_output_variants	advisor_output_id	public	finance_valuation_advisor_outputs	id
public	finance_valuation_advisor_output_variants	compared_business_version_id	public	finance_business_versions	business_version_id
public	finance_valuation_advisor_output_variants	organization_id	public	finance_business_versions	organization_id
public	finance_valuation_advisor_outputs	business_version_id	public	finance_business_versions	business_version_id
public	finance_valuation_advisor_outputs	compute_snapshot_id	public	finance_compute_snapshots	compute_snapshot_id
public	finance_valuation_advisor_outputs	organization_id	public	finance_business_versions	organization_id
public	finance_valuation_cases	organization_id	public	organizations	id
public	finance_valuation_comps	method_id	public	finance_valuation_methods	id
public	finance_valuation_comps	method_id	public	finance_valuation_methods	id
public	finance_valuation_comps	organization_id	public	finance_valuation_methods	organization_id
public	finance_valuation_compute_command_receipts	business_version_id	public	finance_business_versions	business_version_id
public	finance_valuation_compute_command_receipts	job_id	public	compute_jobs	id
public	finance_valuation_compute_command_receipts	organization_id	public	compute_jobs	organization_id
public	finance_valuation_compute_command_receipts	organization_id	public	finance_business_versions	organization_id
public	finance_valuation_depth_command_receipts	artifact_id	public	finance_artifacts	artifact_id
public	finance_valuation_depth_command_receipts	business_version_id	public	finance_business_versions	business_version_id
public	finance_valuation_depth_command_receipts	business_version_id	public	finance_valuation_depth_states	business_version_id
public	finance_valuation_depth_command_receipts	legacy_valuation_id	public	valuations	id
public	finance_valuation_depth_command_receipts	organization_id	public	finance_artifacts	organization_id
public	finance_valuation_depth_command_receipts	organization_id	public	finance_business_versions	organization_id
public	finance_valuation_depth_command_receipts	organization_id	public	finance_valuation_depth_states	organization_id
public	finance_valuation_depth_command_receipts	organization_id	public	finance_working_revisions	organization_id
public	finance_valuation_depth_command_receipts	organization_id	public	valuations	organization_id
public	finance_valuation_depth_command_receipts	working_revision_id	public	finance_working_revisions	working_revision_id
public	finance_valuation_depth_states	artifact_id	public	finance_artifacts	artifact_id
public	finance_valuation_depth_states	business_version_id	public	finance_business_versions	business_version_id
public	finance_valuation_depth_states	legacy_valuation_id	public	valuations	id
public	finance_valuation_depth_states	organization_id	public	finance_artifacts	organization_id
public	finance_valuation_depth_states	organization_id	public	finance_business_versions	organization_id
public	finance_valuation_depth_states	organization_id	public	finance_working_revisions	organization_id
public	finance_valuation_depth_states	organization_id	public	valuations	organization_id
public	finance_valuation_depth_states	source_working_revision_id	public	finance_working_revisions	working_revision_id
public	finance_valuation_direct_assumptions	artifact_id	public	finance_artifacts	artifact_id
public	finance_valuation_direct_assumptions	organization_id	public	finance_artifacts	organization_id
public	finance_valuation_direct_assumptions	organization_id	public	finance_working_revisions	organization_id
public	finance_valuation_direct_assumptions	source_working_revision_id	public	finance_working_revisions	working_revision_id
public	finance_valuation_discard_receipts	artifact_id	public	finance_artifacts	artifact_id
public	finance_valuation_discard_receipts	business_version_id	public	finance_business_versions	business_version_id
public	finance_valuation_discard_receipts	legacy_valuation_id	public	valuations	id
public	finance_valuation_discard_receipts	organization_id	public	finance_artifacts	organization_id
public	finance_valuation_discard_receipts	organization_id	public	finance_business_versions	organization_id
public	finance_valuation_discard_receipts	organization_id	public	finance_working_revisions	organization_id
public	finance_valuation_discard_receipts	organization_id	public	valuations	organization_id
public	finance_valuation_discard_receipts	working_revision_id	public	finance_working_revisions	working_revision_id
public	finance_valuation_ev_equity_bridge	business_version_id	public	finance_business_versions	business_version_id
public	finance_valuation_ev_equity_bridge	organization_id	public	finance_business_versions	organization_id
public	finance_valuation_ev_equity_bridge	source_working_revision_id	public	finance_working_revisions	working_revision_id
public	finance_valuation_ev_equity_bridge_components	bridge_id	public	finance_valuation_ev_equity_bridge	id
public	finance_valuation_ev_equity_bridge_components	bridge_id	public	finance_valuation_ev_equity_bridge	id
public	finance_valuation_ev_equity_bridge_components	organization_id	public	finance_valuation_ev_equity_bridge	organization_id
public	finance_valuation_input_command_events	artifact_id	public	finance_artifacts	artifact_id
public	finance_valuation_input_command_events	business_version_id	public	finance_business_versions	business_version_id
public	finance_valuation_input_command_events	organization_id	public	finance_artifacts	organization_id
public	finance_valuation_input_command_events	organization_id	public	finance_business_versions	organization_id
public	finance_valuation_input_command_events	organization_id	public	finance_working_revisions	organization_id
public	finance_valuation_input_command_events	working_revision_id	public	finance_working_revisions	working_revision_id
public	finance_valuation_methods	business_version_id	public	finance_business_versions	business_version_id
public	finance_valuation_methods	organization_id	public	finance_business_versions	organization_id
public	finance_valuation_methods	source_working_revision_id	public	finance_working_revisions	working_revision_id
public	finance_valuation_negotiation_pack_receipts	artifact_id	public	finance_artifacts	artifact_id
public	finance_valuation_negotiation_pack_receipts	business_version_id	public	finance_business_versions	business_version_id
public	finance_valuation_negotiation_pack_receipts	business_version_id	public	finance_valuation_negotiation_packs	business_version_id
public	finance_valuation_negotiation_pack_receipts	legacy_valuation_id	public	valuations	id
public	finance_valuation_negotiation_pack_receipts	organization_id	public	finance_artifacts	organization_id
public	finance_valuation_negotiation_pack_receipts	organization_id	public	finance_business_versions	organization_id
public	finance_valuation_negotiation_pack_receipts	organization_id	public	finance_valuation_negotiation_packs	organization_id
public	finance_valuation_negotiation_pack_receipts	organization_id	public	finance_working_revisions	organization_id
public	finance_valuation_negotiation_pack_receipts	organization_id	public	valuations	organization_id
public	finance_valuation_negotiation_pack_receipts	working_revision_id	public	finance_working_revisions	working_revision_id
public	finance_valuation_negotiation_packs	artifact_id	public	finance_artifacts	artifact_id
public	finance_valuation_negotiation_packs	business_version_id	public	finance_business_versions	business_version_id
public	finance_valuation_negotiation_packs	legacy_valuation_id	public	valuations	id
public	finance_valuation_negotiation_packs	organization_id	public	finance_artifacts	organization_id
public	finance_valuation_negotiation_packs	organization_id	public	finance_business_versions	organization_id
public	finance_valuation_negotiation_packs	organization_id	public	finance_working_revisions	organization_id
public	finance_valuation_negotiation_packs	organization_id	public	valuations	organization_id
public	finance_valuation_negotiation_packs	source_working_revision_id	public	finance_working_revisions	working_revision_id
public	finance_valuation_pptx_exports	artifact_id	public	finance_artifacts	artifact_id
public	finance_valuation_pptx_exports	business_version_id	public	finance_business_versions	business_version_id
public	finance_valuation_pptx_exports	export_receipt_id	public	artifact_export_receipts	export_receipt_id
public	finance_valuation_pptx_exports	legacy_valuation_id	public	valuations	id
public	finance_valuation_pptx_exports	organization_id	public	finance_artifacts	organization_id
public	finance_valuation_pptx_exports	organization_id	public	finance_business_versions	organization_id
public	finance_valuation_pptx_exports	organization_id	public	finance_working_revisions	organization_id
public	finance_valuation_pptx_exports	organization_id	public	valuations	organization_id
public	finance_valuation_pptx_exports	working_revision_id	public	finance_working_revisions	working_revision_id
public	finance_valuation_registration_command_receipts	artifact_id	public	finance_artifacts	artifact_id
public	finance_valuation_registration_command_receipts	business_version_id	public	finance_business_versions	business_version_id
public	finance_valuation_registration_command_receipts	created_by	public	users	id
public	finance_valuation_registration_command_receipts	legacy_valuation_id	public	valuations	id
public	finance_valuation_registration_command_receipts	organization_id	public	finance_artifacts	organization_id
public	finance_valuation_registration_command_receipts	organization_id	public	finance_business_versions	organization_id
public	finance_valuation_registration_command_receipts	organization_id	public	finance_working_revisions	organization_id
public	finance_valuation_registration_command_receipts	organization_id	public	organizations	id
public	finance_valuation_registration_command_receipts	organization_id	public	valuations	organization_id
public	finance_valuation_registration_command_receipts	working_revision_id	public	finance_working_revisions	working_revision_id
public	finance_valuation_sensitivity_cells	grid_id	public	finance_valuation_sensitivity_grids	id
public	finance_valuation_sensitivity_cells	grid_id	public	finance_valuation_sensitivity_grids	id
public	finance_valuation_sensitivity_cells	organization_id	public	finance_valuation_sensitivity_grids	organization_id
public	finance_valuation_sensitivity_grids	method_id	public	finance_valuation_methods	id
public	finance_valuation_sensitivity_grids	method_id	public	finance_valuation_methods	id
public	finance_valuation_sensitivity_grids	organization_id	public	finance_valuation_methods	organization_id
public	finance_valuation_terminal	method_id	public	finance_valuation_methods	id
public	finance_valuation_terminal	method_id	public	finance_valuation_methods	id
public	finance_valuation_terminal	organization_id	public	finance_valuation_methods	organization_id
public	finance_valuation_terminal	source_working_revision_id	public	finance_working_revisions	working_revision_id
public	finance_valuation_variants	business_version_id	public	finance_business_versions	business_version_id
public	finance_valuation_variants	case_id	public	finance_valuation_cases	case_id
public	finance_valuation_variants	organization_id	public	finance_business_versions	organization_id
public	finance_valuation_wacc_inputs	business_version_id	public	finance_business_versions	business_version_id
public	finance_valuation_wacc_inputs	organization_id	public	finance_business_versions	organization_id
public	finance_working_revisions	artifact_id	public	finance_artifacts	artifact_id
public	finance_working_revisions	business_version_id	public	finance_business_versions	business_version_id
public	finance_working_revisions	organization_id	public	finance_artifacts	organization_id
public	finance_working_revisions	source_business_version_id	public	finance_business_versions	business_version_id
public	financial_analyses	organization_id	public	organizations	id
public	financial_analyses	source_statement_pack_id	public	financial_statement_packs	id
public	financial_analysis_findings	analysis_id	public	financial_analyses	id
public	financial_analysis_insights	analysis_id	public	financial_analyses	id
public	financial_analysis_ratios	analysis_id	public	financial_analyses	id
public	financial_model_events	model_id	public	financial_models	id
public	financial_model_outputs	model_id	public	financial_models	id
public	financial_model_validations	model_id	public	financial_models	id
public	financial_model_versions	model_id	public	financial_models	id
public	financial_models	case_id	public	financial_models	id
public	financial_models	source_statement_pack_id	public	financial_statement_packs	id
public	financial_ratio_snapshots	statement_id	public	financial_statements	id
public	financial_statement_candidate_rows	ingest_run_id	public	financial_statement_ingest_runs	id
public	financial_statement_candidate_rows	section_id	public	financial_statement_extracted_sections	id
public	financial_statement_candidate_rows	statement_id	public	financial_statements	id
public	financial_statement_extracted_sections	ingest_run_id	public	financial_statement_ingest_runs	id
public	financial_statement_extracted_sections	statement_id	public	financial_statements	id
public	financial_statement_ingest_runs	statement_id	public	financial_statements	id
public	financial_statement_line_aliases	statement_line_id	public	financial_statement_lines	id
public	financial_statement_mapping_candidates	candidate_row_id	public	financial_statement_candidate_rows	id
public	financial_statement_mapping_candidates	canonical_line_id	public	financial_statement_lines	id
public	financial_statement_mapping_candidates	ingest_run_id	public	financial_statement_ingest_runs	id
public	financial_statement_mapping_candidates	statement_id	public	financial_statements	id
public	financial_statement_packs	base_pack_id	public	financial_statement_packs	id
public	financial_statement_quality_runs	statement_id	public	financial_statements	id
public	financial_statement_repair_sessions	ingest_run_id	public	financial_statement_ingest_runs	id
public	financial_statement_repair_sessions	statement_id	public	financial_statements	id
public	financial_statement_source_artifacts	ingest_run_id	public	financial_statement_ingest_runs	id
public	financial_statement_source_artifacts	statement_id	public	financial_statements	id
public	financial_statement_validations	statement_id	public	financial_statements	id
public	financial_statement_validations	statement_pack_id	public	financial_statement_packs	id
public	financial_statement_value_evidence	candidate_row_id	public	financial_statement_candidate_rows	id
public	financial_statement_value_evidence	statement_value_id	public	financial_statement_values	id
public	financial_statement_value_versions	statement_id	public	financial_statements	id
public	financial_statement_values	canonical_line_id	public	financial_statement_lines	id
public	financial_statement_values	period_id	public	finance_periods	id
public	financial_statement_values	selected_mapping_candidate_id	public	financial_statement_mapping_candidates	id
public	financial_statement_values	source_candidate_row_id	public	financial_statement_candidate_rows	id
public	financial_statement_values	statement_id	public	financial_statements	id
public	financial_statement_versions	statement_id	public	financial_statements	id
public	financial_statements	statement_pack_id	public	financial_statement_packs	id
public	flow_accepted_classic_runtime_adoptions	candidate_id	public	initiative_candidates	id
public	flow_accepted_classic_runtime_adoptions	classic_initiative_id	public	initiatives	id
public	flow_accepted_classic_runtime_adoptions	organization_id	public	organizations	id
public	flow_accepted_classic_runtime_adoptions	project_id	public	projects	id
public	flow_accepted_classic_runtime_adoptions	swot_handoff_receipt_id	public	swot_candidate_handoffs	id
public	flow_accepted_classic_runtime_adoptions	tool_output_id	public	tool_outputs	id
public	flow_teresa_chat_draft_adoptions	chat_initiative_id	public	initiatives	id
public	flow_teresa_chat_draft_adoptions	organization_id	public	organizations	id
public	flow_teresa_chat_draft_adoptions	project_id	public	projects	id
public	framework_entitlements	granted_by	public	users	id
public	framework_entitlements	organization_id	public	organizations	id
public	framework_import_logs	assessment_id	public	multi_framework_assessments	id
public	framework_import_logs	imported_by	public	users	id
public	framework_import_logs	organization_id	public	organizations	id
public	framework_score_history	assessment_id	public	multi_framework_assessments	id
public	framework_score_history	changed_by	public	users	id
public	generated_workbook_versions	workbook_id	public	generated_workbooks	id
public	generic_assessment_reports	organization_id	public	organizations	id
public	generic_assessment_reports	project_id	public	projects	id
public	generic_assessment_reports	uploaded_by	public	users	id
public	help_analytics	organization_id	public	organizations	id
public	help_analytics	user_id	public	users	id
public	help_events	user_id	public	users	id
public	help_feedback	organization_id	public	organizations	id
public	help_feedback	user_id	public	users	id
public	help_micro_video_dismissals	user_id	public	users	id
public	help_playbook_steps	playbook_key	public	help_playbooks	key
public	idea_business_cases	idea_id	public	my_ideas	id
public	idea_financial_cases	idea_id	public	my_ideas	id
public	ideas	organization_id	public	organizations	id
public	ie_initiative_card_selection	card_key	public	ie_initiative_card_catalog	card_key
public	ie_initiative_card_versions	card_key	public	ie_initiative_card_catalog	card_key
public	ie_outbox_delivery_receipts	source_event_id	public	ie_outbox_events	id
public	initiative_benefits	initiative_id	public	initiatives	id
public	initiative_benefits	source_initiative_kpi_id	public	initiative_kpis	id
public	initiative_budget_items	initiative_id	public	initiatives	id
public	initiative_budget_items	organization_id	public	organizations	id
public	initiative_budgets	initiative_id	public	initiatives	id
public	initiative_budgets	organization_id	public	organizations	id
public	initiative_closure_evidence	closure_request_id	public	initiative_closure_requests	id
public	initiative_closure_evidence	initiative_id	public	initiatives	id
public	initiative_closure_evidence	organization_id	public	organizations	id
public	initiative_closure_requests	approver_id	public	users	id
public	initiative_closure_requests	initiative_id	public	initiatives	id
public	initiative_closure_requests	organization_id	public	organizations	id
public	initiative_dependencies	from_initiative_id	public	initiatives	id
public	initiative_dependencies	organization_id	public	organizations	id
public	initiative_dependencies	project_id	public	projects	id
public	initiative_dependencies	to_initiative_id	public	initiatives	id
public	initiative_gate_roles	assigned_by	public	users	id
public	initiative_gate_roles	initiative_id	public	initiatives	id
public	initiative_gate_roles	user_id	public	users	id
public	initiative_intangible_assets	initiative_id	public	initiatives	id
public	initiative_intangible_assets	organization_id	public	organizations	id
public	initiative_kpi_mappings	initiative_id	public	initiatives	id
public	initiative_kpi_mappings	kpi_id	public	initiative_kpis	id
public	initiative_kpis	current_definition_version	public	kpi_definition_versions	version_no
