id,scope,tools,surfaces,mutates,destructive,undo_kind,teresa_callable,source
idea.canvas.insert_link,current_view,whiteboard,toolbar,true,false,local_stack,yes,"src/components/MyWork/whiteboard/WhiteboardToolbar.tsx:250-255 (dropdown „Wstaw"") + useWhiteboardQuickActions.ts:123 (wb_add_link, dotąd nieużywany odbiornik)"
idea.canvas.undo,current_view,all,toolbar;rail,false,false,MISSING,yes,"src/components/MyWork/whiteboard/WhiteboardToolbar.tsx:273-279 (undo) — wspólne dla 4 narzędzi · REUSED (2026-08-10, rail tier A) by CanvasLeftToolbar.tsx getUndoRedoSlots (~linia 405-423)"
idea.canvas.redo,current_view,all,toolbar;rail,false,false,MISSING,yes,"src/components/MyWork/whiteboard/WhiteboardToolbar.tsx:280-286 (redo) — wspólne dla 4 narzędzi · REUSED (2026-08-10, rail tier A) by CanvasLeftToolbar.tsx getUndoRedoSlots (~linia 405-423)"
idea.canvas.toggle_voting,current_view,whiteboard,toolbar,false,false,MISSING,yes,"src/components/MyWork/whiteboard/WhiteboardToolbar.tsx:300-307 (overflow „…"") + useWhiteboardQuickActions.ts:151 (wb_session_toggle_voting, dotąd nieużywany odbiornik)"
idea.canvas.cycle_role,current_view,whiteboard,toolbar,false,false,MISSING,yes,"src/components/MyWork/whiteboard/WhiteboardToolbar.tsx:308-314 (overflow „…"") + useWhiteboardQuickActions.ts:149 (wb_session_cycle_role, dotąd nieużywany odbiornik)"
idea.canvas.toggle_follow,current_view,whiteboard,toolbar,false,false,MISSING,yes,"src/components/MyWork/whiteboard/WhiteboardToolbar.tsx:315-322 (overflow „…"") + useWhiteboardQuickActions.ts:152 (wb_session_toggle_follow, dotąd nieużywany odbiornik)"
idea.canvas.export_view,current_view,whiteboard,toolbar,false,false,MISSING,yes,"src/components/MyWork/whiteboard/WhiteboardToolbar.tsx:323-328 (overflow „…"") + IdeaWhiteboardTool.tsx:4017-4021 (idea-workspace-open-export-menu) + IdeaMapWorkspace.tsx:2931-2939 (odbiornik)"
idea.canvas.toggle_shortcuts,current_view,whiteboard,toolbar,false,false,MISSING,yes,"src/components/MyWork/whiteboard/WhiteboardToolbar.tsx:329-334 (overflow „…"")"
idea.canvas.set_bg_dots,current_view,whiteboard,toolbar,false,false,MISSING,yes,"src/components/MyWork/whiteboard/WhiteboardToolbar.tsx:335-341 (overflow „…"", bg-dots)"
idea.canvas.set_bg_grid,current_view,whiteboard,toolbar,false,false,MISSING,yes,"src/components/MyWork/whiteboard/WhiteboardToolbar.tsx:342-348 (overflow „…"", bg-grid)"
idea.canvas.set_bg_lines,current_view,whiteboard,toolbar,false,false,MISSING,yes,"src/components/MyWork/whiteboard/WhiteboardToolbar.tsx:349-355 (overflow „…"", bg-lines)"
idea.canvas.set_bg_blank,current_view,whiteboard,toolbar,false,false,MISSING,yes,"src/components/MyWork/whiteboard/WhiteboardToolbar.tsx:356-362 (overflow „…"", bg-blank)"
idea.canvas.tidy_board,current_view,whiteboard,toolbar,true,false,local_stack,yes,"src/components/MyWork/whiteboard/useWhiteboardNodes.ts tidyBoard + WhiteboardToolbar.tsx overflow „…"" (tidy-board) + IdeaWhiteboardTool.tsx wbEditBarModel arrange group (selection variant)"
idea.canvas.save,current_view,whiteboard,toolbar,false,false,MISSING,yes,src/components/MyWork/whiteboard/WhiteboardToolbar.tsx:375-393 (przycisk Zapisz)
idea.canvas.pf_save,current_view,process_flow,keyboard,false,false,MISSING,yes,src/components/MyWork/IdeaProcessFlowTool.tsx:2352 (handleSave) + useCanvasKeyboard onSave (~L2463)
idea.canvas.clear_drawings,current_view,whiteboard,toolbar,true,true,local_stack,yes,src/components/MyWork/IdeaWhiteboardTool.tsx:3995-4013 (onClearDrawings)
idea.node.edit,single_item,whiteboard,context,true,false,local_stack,yes,src/components/MyWork/IdeaCanvasContextMenu.tsx BASE_NODE_ACTIONS kind=edit + handleBaseAction:403-416
idea.node.copy,single_item,whiteboard,context,false,false,MISSING,yes,src/components/MyWork/IdeaCanvasContextMenu.tsx BASE_NODE_ACTIONS kind=copy + handleBaseAction (onCopySelected) + whiteboard/useWhiteboardNodes.ts copySelected/copyNodeById/clipboardRef (WB-CLIPBOARD-01 fix)
idea.canvas.paste,current_view,whiteboard,context,true,false,local_stack,yes,src/components/MyWork/IdeaCanvasContextMenu.tsx BASE_PANE_ACTIONS kind=paste + handleBaseAction (onPaste) + whiteboard/useWhiteboardNodes.ts pasteClipboard/clipboardRef (WB-CLIPBOARD-01 fix)
idea.canvas.wb_select_all,current_view,whiteboard,keyboard,false,false,MISSING,yes,"src/components/MyWork/IdeaWhiteboardTool.tsx onSelectAll (~L3745, useCanvasKeyboard)"
idea.node.duplicate,selected_items,whiteboard;process_flow,context;floating;toolbar,true,false,local_stack,yes,"src/components/MyWork/IdeaCanvasContextMenu.tsx BASE_NODE_ACTIONS kind=duplicate + useWhiteboardNodes.ts:131 (Tablica) · src/components/MyWork/IdeaProcessFlowTool.tsx onDuplicate → duplicateSelected() (~linia 3786, menu węzła) + ProcessFlowFloatingToolbar.tsx onDuplicate prop (~linia 3486) + useProcessFlowNodes.ts:227 (Przepływ, 2026-08-09)"
idea.node.bring_to_front,selected_items,whiteboard,context,true,false,local_stack,yes,src/components/MyWork/IdeaCanvasContextMenu.tsx BASE_NODE_ACTIONS kind=bring_to_front + IdeaWhiteboardTool.tsx:3043
idea.node.send_to_back,selected_items,whiteboard,context,true,false,local_stack,yes,src/components/MyWork/IdeaCanvasContextMenu.tsx BASE_NODE_ACTIONS kind=send_to_back + IdeaWhiteboardTool.tsx:3054
idea.node.lock,selected_items,whiteboard,context,true,false,local_stack,yes,src/components/MyWork/IdeaCanvasContextMenu.tsx BASE_NODE_ACTIONS kind=lock + IdeaWhiteboardTool.tsx:3023
idea.node.delete,selected_items,whiteboard;process_flow,context;floating;toolbar,true,true,local_stack,yes,"src/components/MyWork/IdeaCanvasContextMenu.tsx DESTRUCTIVE_NODE_ACTIONS kind=delete + useWhiteboardNodes.ts:107 (Tablica) · src/components/MyWork/IdeaProcessFlowTool.tsx onDelete → deleteSelected() (~linia 3793, menu węzła) + ProcessFlowFloatingToolbar.tsx onDelete prop (~linia 3487) + useProcessFlowNodes.ts:70 (Przepływ, 2026-08-09)"
idea.node.expand,single_item,whiteboard,context,true,false,proposal,yes,src/components/MyWork/IdeaCanvasContextMenu.tsx NODE_ACTIONS id=expand:166-174
idea.node.challenge,single_item,whiteboard,context,false,false,MISSING,yes,src/components/MyWork/IdeaCanvasContextMenu.tsx NODE_ACTIONS id=challenge:175-183
idea.node.find_evidence,single_item,whiteboard,context,false,false,MISSING,yes,src/components/MyWork/IdeaCanvasContextMenu.tsx NODE_ACTIONS id=evidence:184-192
idea.node.suggest_connections,single_item,whiteboard,context,false,false,MISSING,yes,src/components/MyWork/IdeaCanvasContextMenu.tsx NODE_ACTIONS id=connections:193-201
idea.node.attach_knowledge,single_item,whiteboard,context,false,false,MISSING,yes,"src/components/MyWork/IdeaCanvasContextMenu.tsx NODE_ACTIONS id=attach_knowledge:202-208 + IdeaMapWorkspace.tsx:985 (attach_artifact, selection-only)"
idea.node.comments,single_item,whiteboard,context,false,false,MISSING,yes,src/components/MyWork/IdeaCanvasContextMenu.tsx NODE_ACTIONS id=wb_comments:211-218
idea.node.ai_find_themes,single_item,whiteboard,context,true,false,proposal,yes,src/components/MyWork/IdeaCanvasContextMenu.tsx NODE_ACTIONS id=wb_find_themes:219-228 + useWhiteboardQuickActions.ts AI_ACTION_MAP
idea.node.ai_name_clusters,single_item,whiteboard,context,true,false,proposal,yes,src/components/MyWork/IdeaCanvasContextMenu.tsx NODE_ACTIONS id=wb_name_clusters:229-237 + useWhiteboardQuickActions.ts AI_ACTION_MAP
idea.node.ai_extract_actions,single_item,whiteboard,context,true,false,proposal,yes,src/components/MyWork/IdeaCanvasContextMenu.tsx NODE_ACTIONS id=wb_extract_actions:238-246 + useWhiteboardQuickActions.ts AI_ACTION_MAP
idea.canvas.fill_gap,current_view,whiteboard,context,true,false,proposal,yes,src/components/MyWork/IdeaCanvasContextMenu.tsx EMPTY_ACTIONS id=fill_gap:250-257
idea.canvas.brainstorm_here,current_view,whiteboard,context,true,false,proposal,yes,src/components/MyWork/IdeaCanvasContextMenu.tsx EMPTY_ACTIONS id=brainstorm:258-265
idea.canvas.to_mindmap,current_view,whiteboard,context;rail,true,false,proposal,yes,src/components/MyWork/IdeaCanvasContextMenu.tsx EMPTY_ACTIONS id=wb_to_map_branches:269-276 + useWhiteboardQuickActions.ts AI_ACTION_MAP
idea.canvas.to_table,current_view,whiteboard,context;rail,true,false,proposal,yes,src/components/MyWork/IdeaCanvasContextMenu.tsx EMPTY_ACTIONS id=wb_to_table:277-285 + useWhiteboardQuickActions.ts AI_ACTION_MAP
idea.node.wb_open_detail,single_item,whiteboard,inline,false,false,MISSING,yes,src/components/MyWork/whiteboard/nodes/CommentPinBadge.tsx onClick (~L39-42) → CustomEvent `idea-node-open-detail` → IdeaMapWorkspace.tsx:3008-3014 handleOpenNodeDetail
idea.frame.select_contents,lane_frame,whiteboard,context,false,false,MISSING,yes,"src/components/MyWork/whiteboard/useWhiteboardNodes.ts selectFrameContents (nowa funkcja, WB-FRAME-01) + IdeaCanvasContextMenu.tsx registryFrameItems"
idea.frame.add_selection,lane_frame,whiteboard,context,true,false,local_stack,yes,"src/components/MyWork/whiteboard/useWhiteboardNodes.ts addSelectionToFrame (nowa funkcja, WB-FRAME-01) + IdeaCanvasContextMenu.tsx registryFrameItems"
idea.frame.resize_to_fit,lane_frame,whiteboard,context,true,false,local_stack,yes,"src/components/MyWork/whiteboard/useWhiteboardNodes.ts resizeFrameToFit (nowa funkcja, WB-FRAME-01) + IdeaCanvasContextMenu.tsx registryFrameItems"
idea.frame.delete_with_contents,lane_frame,whiteboard,context,true,true,local_stack,yes,"src/components/MyWork/whiteboard/useWhiteboardNodes.ts deleteFrame (nowa funkcja, WB-FRAME-01) + IdeaCanvasContextMenu.tsx registryFrameItems"
idea.frame.delete_release,lane_frame,whiteboard,context,true,true,local_stack,yes,"src/components/MyWork/whiteboard/useWhiteboardNodes.ts deleteFrame (nowa funkcja, WB-FRAME-01) + IdeaCanvasContextMenu.tsx registryFrameItems"
idea.node.remove_from_frame,single_item,whiteboard,context,true,false,local_stack,yes,"src/components/MyWork/whiteboard/useWhiteboardNodes.ts removeFromFrame (nowa funkcja, WB-FRAME-01) + IdeaCanvasContextMenu.tsx registryChildFrameItems"
idea.view.add_root_topic,current_view,mindmap,context,true,false,local_stack,yes,src/components/MyWork/mindmap/PaneContextMenu.tsx:51 (pane_add_node)
idea.view.copy_selection,selected_items,mindmap,context,false,false,MISSING,yes,src/components/MyWork/mindmap/PaneContextMenu.tsx:58 (pane_copy)
idea.view.cut_selection,selected_items,mindmap,context,true,false,local_stack,yes,src/components/MyWork/mindmap/PaneContextMenu.tsx:65 (pane_cut)
idea.view.paste_at_point,current_view,mindmap,context,true,false,local_stack,yes,src/components/MyWork/mindmap/PaneContextMenu.tsx:72 (pane_paste)
idea.view.select_all,current_view,mindmap,context,false,false,MISSING,yes,src/components/MyWork/mindmap/PaneContextMenu.tsx:80 (pane_select_all)
idea.view.fit_view,current_view,mindmap,context,false,false,MISSING,yes,src/components/MyWork/mindmap/PaneContextMenu.tsx:86 (pane_fit_view)
idea.view.auto_cluster,current_view,mindmap,context,true,false,local_stack,yes,src/components/MyWork/mindmap/PaneContextMenu.tsx:98 (pane_auto_cluster)
idea.view.collapse_all,current_view,mindmap,context,false,false,MISSING,yes,src/components/MyWork/mindmap/PaneContextMenu.tsx:106 (pane_collapse_all)
idea.view.fold_level_1,current_view,mindmap,context,false,false,MISSING,yes,src/components/MyWork/mindmap/PaneContextMenu.tsx:112 (pane_fold_1)
idea.view.fold_level_2,current_view,mindmap,context,false,false,MISSING,yes,src/components/MyWork/mindmap/PaneContextMenu.tsx:118 (pane_fold_2)
idea.view.expand_all,current_view,mindmap,context,false,false,MISSING,yes,src/components/MyWork/mindmap/PaneContextMenu.tsx:124 (pane_expand_all)
idea.ai.suggest_nodes,current_view,mindmap,context;rail,false,false,MISSING,yes,src/components/MyWork/mindmap/PaneContextMenu.tsx:131 (pane_ai_suggest)
idea.node.mm_edit,single_item,mindmap,context;floating,false,false,MISSING,yes,src/components/MyWork/mindmap/NodeContextMenu.tsx:91 (ctx_edit)
idea.node.mm_open_detail,single_item,mindmap,context,false,false,MISSING,yes,src/components/MyWork/mindmap/NodeContextMenu.tsx:98 (ctx_open_detail) + :446 (ctx_quick_notes) + :452 (ctx_quick_tags) — wszystkie trzy handleContextAction:4874-4918
idea.node.mm_add_child,single_item,mindmap,context,true,false,local_stack,yes,src/components/MyWork/mindmap/NodeContextMenu.tsx:104 (ctx_add_child)
idea.node.mm_add_sibling,single_item,mindmap,context,true,false,local_stack,yes,src/components/MyWork/mindmap/NodeContextMenu.tsx:111 (ctx_add_sibling)
idea.node.mm_duplicate,single_item,mindmap,context,true,false,local_stack,yes,src/components/MyWork/mindmap/NodeContextMenu.tsx:118 (ctx_duplicate)
idea.node.mm_copy,single_item,mindmap,context,false,false,MISSING,yes,src/components/MyWork/mindmap/NodeContextMenu.tsx:125 (ctx_copy_nodes)
idea.node.mm_cut,single_item,mindmap,context,false,false,MISSING,yes,src/components/MyWork/mindmap/NodeContextMenu.tsx:132 (ctx_cut_nodes)
idea.node.mm_paste,single_item,mindmap,context,true,false,local_stack,yes,src/components/MyWork/mindmap/NodeContextMenu.tsx:139 (ctx_paste_nodes)
idea.node.mm_toggle_collapse,single_item,mindmap,context;floating,false,false,MISSING,yes,src/components/MyWork/mindmap/NodeContextMenu.tsx:152 (ctx_toggle_collapse)
idea.node.mm_group_selected,selected_items,mindmap,keyboard,true,false,local_stack,yes,src/components/MyWork/IdeaMapWorkspace.tsx onGroup → handleQuickAction('group') + useMindMapQuickActions.ts:786
idea.node.mm_reparent_promote,single_item,mindmap,keyboard,true,false,local_stack,yes,src/components/MyWork/IdeaMapWorkspace.tsx onReparentPromote → handleQuickAction('mm_reparent_promote') + useMindMapQuickActions.ts:339 + useMindMapNodes.tsx reparentSelectedPromote
idea.node.mm_reparent_demote,single_item,mindmap,keyboard,true,false,local_stack,yes,src/components/MyWork/IdeaMapWorkspace.tsx onReparentDemote → handleQuickAction('mm_reparent_demote') + useMindMapQuickActions.ts:340 + useMindMapNodes.tsx reparentSelectedDemote
idea.node.mm_focus_subtree,single_item,mindmap,context,false,false,MISSING,yes,src/components/MyWork/mindmap/NodeContextMenu.tsx:159 (ctx_focus_subtree)
idea.node.mm_drill_down,single_item,mindmap,context,false,false,MISSING,yes,src/components/MyWork/mindmap/NodeContextMenu.tsx:165 (ctx_drill_down)
idea.node.mm_connect_to_selected,single_item,mindmap,context,true,false,local_stack,yes,src/components/MyWork/mindmap/NodeContextMenu.tsx:171 (ctx_connect_to_selected)
idea.node.mm_detach_branch,single_item,mindmap,context,true,false,local_stack,yes,src/components/MyWork/mindmap/NodeContextMenu.tsx:177 (ctx_detach_branch)
idea.node.mm_duplicate_branch,single_item,mindmap,context,true,false,local_stack,yes,src/components/MyWork/mindmap/NodeContextMenu.tsx:183 (ctx_duplicate_branch)
idea.node.mm_convert_initiative,single_item,mindmap,context,true,false,manual_delete,yes,"src/components/MyWork/mindmap/NodeContextMenu.tsx:314 (ctx_convert_initiative) + IdeaRecommendationMap.tsx convertSingleNode('initiative', ...)"
idea.node.mm_convert_decision,single_item,mindmap,context,true,false,manual_delete,yes,"src/components/MyWork/mindmap/NodeContextMenu.tsx:320 (ctx_convert_decision) + IdeaRecommendationMap.tsx convertSingleNode('decision', ...)"
idea.node.mm_convert_tasks,single_item,mindmap,context,true,false,manual_delete,yes,"src/components/MyWork/mindmap/NodeContextMenu.tsx:326 (ctx_convert_tasks) + IdeaRecommendationMap.tsx convertSingleNode('task_set', ...)"
idea.node.mm_convert_branch_decision,single_item,mindmap,context;floating,true,false,manual_delete,yes,"src/components/MyWork/mindmap/NodeContextMenu.tsx:340 (ctx_subtree_convert_decision) + FloatingNodeToolbar.tsx:563 + IdeaRecommendationMap.tsx:4982/5688 convertBranch('decision', ...)"
idea.node.mm_convert_branch_tasks,single_item,mindmap,context;floating,true,false,manual_delete,yes,"src/components/MyWork/mindmap/NodeContextMenu.tsx:346 (ctx_subtree_convert_tasks) + FloatingNodeToolbar.tsx:568 + IdeaRecommendationMap.tsx:4983/5689 convertBranch('task_set', ...)"
idea.node.mm_convert_branch_task_set,single_item,mindmap,context;floating,true,false,manual_delete,yes,"src/components/MyWork/mindmap/NodeContextMenu.tsx:352 (ctx_subtree_convert_task_set) + FloatingNodeToolbar.tsx:573 + IdeaRecommendationMap.tsx:4984/5690 convertBranch('task_set', ...)"
idea.node.mm_convert_branch_initiative,single_item,mindmap,context;floating,true,false,manual_delete,yes,"src/components/MyWork/mindmap/NodeContextMenu.tsx:358 (ctx_subtree_convert_initiative) + FloatingNodeToolbar.tsx:578 + IdeaRecommendationMap.tsx:4985/5691 convertBranch('initiative', ...)"
idea.node.mm_convert_branch_process_flow,single_item,mindmap,context;floating,true,false,manual_delete,yes,"src/components/MyWork/mindmap/NodeContextMenu.tsx:364 (ctx_subtree_convert_process_flow) + FloatingNodeToolbar.tsx:583 + IdeaRecommendationMap.tsx:4986-4991/5694 convertBranch('process_flow', ...)"
idea.node.mm_ai_rewrite_node,single_item,mindmap,context,true,false,proposal,yes,src/components/MyWork/mindmap/NodeContextMenu.tsx:280 (ctx_ai_rewrite_node)
idea.node.mm_ai_expand_node,single_item,mindmap,context,true,false,proposal,yes,src/components/MyWork/mindmap/NodeContextMenu.tsx:286 (ctx_ai_expand) + :292 (ctx_ai_deepen) — oba handleContextAction:4885-4887
idea.node.mm_ai_what_if,single_item,mindmap,context,true,false,proposal,yes,src/components/MyWork/mindmap/NodeContextMenu.tsx:298 (ctx_what_if)
idea.node.mm_apply_ai_suggestion,single_item,mindmap,panel,true,false,local_stack,yes,"src/components/MyWork/mindmap/NodeDetailDrawer.tsx:754 + UnifiedNodeDetailDrawer.tsx:1824 (identyczne handleApplyAISuggestion, flaga mindmapDrawerUnified wybiera który drawer renderuje się)."
idea.node.mm_summarize_branch,single_item,mindmap,context,false,false,MISSING,yes,src/components/MyWork/mindmap/NodeContextMenu.tsx:304 (ctx_summarize_branch)
idea.view.mm_ai_detect_dependencies,workspace,mindmap,context,true,false,proposal,yes,src/components/MyWork/mindmap/PaneContextMenu.tsx (pane_dependencies)
idea.view.mm_ai_prioritize,workspace,mindmap,context,true,false,proposal,yes,src/components/MyWork/mindmap/PaneContextMenu.tsx (pane_priority)
idea.view.mm_ai_competitors,workspace,mindmap,context,true,false,proposal,yes,src/components/MyWork/mindmap/PaneContextMenu.tsx (pane_competitive)
idea.node.mm_ai_suggest_links,single_item,mindmap,context;floating,true,false,proposal,yes,"src/components/MyWork/mindmap/NodeContextMenu.tsx:328 (ai_suggest_links, martwy klik) + FloatingAIPopover.tsx:52 (żywy klik, ta sama etykieta)"
idea.node.mm_change_shape,single_item,mindmap,context,true,false,local_stack,yes,src/components/MyWork/mindmap/NodeContextMenu.tsx:404 (ctx_change_shape)
idea.node.mm_add_image,single_item,mindmap,context,false,false,MISSING,yes,src/components/MyWork/mindmap/NodeContextMenu.tsx:410 (ctx_add_image)
idea.node.mm_copy_style,single_item,mindmap,context,false,false,MISSING,yes,src/components/MyWork/mindmap/NodeContextMenu.tsx:416 (ctx_copy_style)
idea.node.mm_paste_style,single_item,mindmap,context,true,false,local_stack,yes,src/components/MyWork/mindmap/NodeContextMenu.tsx:422 (ctx_paste_style)
idea.node.mm_vote_up,single_item,mindmap,context,true,false,local_stack,yes,src/components/MyWork/mindmap/NodeContextMenu.tsx:428 (ctx_vote_up)
idea.node.mm_assign,single_item,mindmap,context,false,false,MISSING,yes,src/components/MyWork/mindmap/NodeContextMenu.tsx:434 (ctx_assign)
idea.node.mm_comments,single_item,mindmap,context,false,false,MISSING,yes,src/components/MyWork/mindmap/NodeContextMenu.tsx:440 (ctx_comments)
idea.node.mm_attach_knowledge,single_item,mindmap,context,false,false,MISSING,yes,src/components/MyWork/mindmap/NodeContextMenu.tsx:458 (ctx_attach_knowledge)
idea.node.mm_attach_artifact,single_item,mindmap,context,false,false,MISSING,yes,src/components/MyWork/mindmap/NodeContextMenu.tsx:464 (ctx_attach_artifact)
idea.node.mm_open_linked_artifacts,single_item,mindmap,context,false,false,MISSING,yes,src/components/MyWork/mindmap/NodeContextMenu.tsx:470 (ctx_open_linked_artifacts)
idea.node.mm_copy_link,single_item,mindmap,context,false,false,MISSING,yes,src/components/MyWork/mindmap/NodeContextMenu.tsx:476 (ctx_share_branch)
idea.node.mm_delete,single_item,mindmap,context,true,true,local_stack,yes,src/components/MyWork/mindmap/NodeContextMenu.tsx:404 (ctx_delete)
table.date_dependency.save,workspace,table,panel,true,false,no_undo,yes,src/components/MyWork/table/DateDependencyConfig.tsx:290 (handleSave)
table.date_dependency.recalculate,workspace,table,panel,true,true,no_undo,yes,src/components/MyWork/table/DateDependencyConfig.tsx:299 (handleRecalculate)
table.distribution_builder.create,workspace,table,panel,true,false,manual_delete,yes,src/components/MyWork/table/DistributionBuilder.tsx:367 (handleCreate)
table.distribution_builder.execute,workspace,table,panel,true,false,no_undo,yes,src/components/MyWork/table/DistributionBuilder.tsx:439 (handleExecute)
table.distribution_builder.delete,workspace,table,panel,true,true,no_undo,yes,src/components/MyWork/table/DistributionBuilder.tsx:466 (handleDelete)
table.record_template.delete,workspace,table,panel,true,true,no_undo,yes,src/components/MyWork/table/RecordTemplateManager.tsx:193 (handleDelete)
table.record_template.save,workspace,table,panel,true,false,no_undo,yes,src/components/MyWork/table/RecordTemplateManager.tsx:407 (TemplateEditor handleSave)
table.automation.run_now,workspace,table,panel,true,false,no_undo,yes,src/components/MyWork/table/automations/AutomationsManager.tsx:499 (handleRunNow)
table.automation.delete,workspace,table,panel,true,true,no_undo,yes,src/components/MyWork/table/automations/AutomationsManager.tsx:526 (handleDelete)
table.webhook_relay.delete,workspace,table,panel,true,true,no_undo,yes,src/components/MyWork/table/connectors/WebhookRelayPanel.tsx:309 (handleDelete)
table.distribution.create,workspace,table,panel,true,false,manual_delete,yes,src/components/MyWork/table/distribution/DistributionManager.tsx:567 (handleCreate)
table.distribution.execute,workspace,table,panel,true,false,no_undo,yes,src/components/MyWork/table/distribution/DistributionManager.tsx:692 (handleExecute)
table.distribution.delete,workspace,table,panel,true,true,no_undo,yes,src/components/MyWork/table/distribution/DistributionManager.tsx:719 (handleDelete)
table.form.share_mode_change,workspace,table,panel,true,false,no_undo,yes,src/components/MyWork/table/forms/FormsIndex.tsx:354 (handleShareModeChange)
table.form.delete,workspace,table,panel,true,true,no_undo,yes,src/components/MyWork/table/forms/FormsIndex.tsx:409 (handleDelete)
table.form_intake.save_allow_list,workspace,table,panel,true,false,no_undo,yes,src/components/MyWork/table/forms/IntakeJwtPanel.tsx:340 (handleSaveAllowList)
table.interface.delete,workspace,table,panel,true,true,no_undo,yes,src/components/MyWork/table/interfaces/InterfacesIndex.tsx:413 (handleDelete)
table.sharing.invite,workspace,table,panel,true,false,manual_delete,yes,src/components/MyWork/table/sharing/SharingManager.tsx:321 (handleInvite)
table.sharing.remove_collaborator,workspace,table,panel,true,true,no_undo,yes,src/components/MyWork/table/sharing/SharingManager.tsx:430 (handleRemoveCollaborator)
table.sync.create,workspace,table,panel,true,false,manual_delete,yes,src/components/MyWork/table/sync/SyncManager.tsx:449 (handleCreateSync)
table.sync.run_now,workspace,table,panel,true,false,no_undo,yes,src/components/MyWork/table/sync/SyncManager.tsx:565 (handleSyncNow)
table.sync.delete,workspace,table,panel,true,true,no_undo,yes,src/components/MyWork/table/sync/SyncManager.tsx:577 (handleDelete)
