sciezka	katalog	typ	rozmiar_B	istnieje_na_dysku
docs/qa/mpq-reaudit-2026-08-13/library-error-light-1440.png	docs/qa/mpq-reaudit-2026-08-13	zrzut	176968	TAK
docs/qa/mpq-reaudit-2026-08-13/library-light-1440.png	docs/qa/mpq-reaudit-2026-08-13	zrzut	141418	TAK
docs/qa/mpq-reaudit-2026-08-13/library-light-768.png	docs/qa/mpq-reaudit-2026-08-13	zrzut	112444	TAK
docs/qa/mpq-reaudit-2026-08-13/library-loading-light-1440.png	docs/qa/mpq-reaudit-2026-08-13	zrzut	62644	TAK
docs/qa/mpq-reaudit-2026-08-13/presentation-slide2-dark.png	docs/qa/mpq-reaudit-2026-08-13	zrzut	719063	TAK
docs/qa/mpq-reaudit-2026-08-13/presentation-slide2-light.png	docs/qa/mpq-reaudit-2026-08-13	zrzut	703725	TAK
docs/qa/mpq-reaudit-2026-08-13/reopen-superseded-light.png	docs/qa/mpq-reaudit-2026-08-13	zrzut	735577	TAK
docs/qa/mpq-reaudit-2026-08-13/report-view-desktop-dark.png	docs/qa/mpq-reaudit-2026-08-13	zrzut	737417	TAK
docs/qa/mpq-reaudit-2026-08-13/report-view-desktop-light.png	docs/qa/mpq-reaudit-2026-08-13	zrzut	724278	TAK
docs/qa/mpq-reaudit-2026-08-13/report-view-laptop1280-light.png	docs/qa/mpq-reaudit-2026-08-13	zrzut	623065	TAK
docs/qa/mpq-reaudit-2026-08-13/report-view-tablet768-light.png	docs/qa/mpq-reaudit-2026-08-13	zrzut	684189	TAK
docs/qa/mpq-reaudit-2026-08-13/report-view-zoom200-light.png	docs/qa/mpq-reaudit-2026-08-13	zrzut	678246	TAK
docs/qa/mpq-reaudit-2026-08-13/sessions-dark-1440.png	docs/qa/mpq-reaudit-2026-08-13	zrzut	142255	TAK
docs/qa/mpq-reaudit-2026-08-13/sessions-empty-light-1440.png	docs/qa/mpq-reaudit-2026-08-13	zrzut	127803	TAK
docs/qa/mpq-reaudit-2026-08-13/sessions-error-light-1440.png	docs/qa/mpq-reaudit-2026-08-13	zrzut	100143	TAK
docs/qa/mpq-reaudit-2026-08-13/sessions-keyboard-focus-1440.png	docs/qa/mpq-reaudit-2026-08-13	zrzut	144271	TAK
docs/qa/mpq-reaudit-2026-08-13/sessions-light-1440.png	docs/qa/mpq-reaudit-2026-08-13	zrzut	141749	TAK
docs/qa/mpq-reaudit-2026-08-13/sessions-light-768.png	docs/qa/mpq-reaudit-2026-08-13	zrzut	103072	TAK
docs/qa/mpq-reaudit-2026-08-13/sessions-loading-light-1440.png	docs/qa/mpq-reaudit-2026-08-13	zrzut	100588	TAK
docs/qa/mpq-reaudit-2026-08-13/workview-focus-actorselect-light.png	docs/qa/mpq-reaudit-2026-08-13	zrzut	634974	TAK
docs/qa/mpq-reaudit-2026-08-13/workview-focus-axistab-light.png	docs/qa/mpq-reaudit-2026-08-13	zrzut	635324	TAK
docs/qa/mpq-reaudit-2026-08-13/workview-focus-navparent-light.png	docs/qa/mpq-reaudit-2026-08-13	zrzut	634931	TAK
docs/qa/mpq-reaudit-2026-08-13/workview-interview-dark-1440.png	docs/qa/mpq-reaudit-2026-08-13	zrzut	641621	TAK
docs/qa/mpq-reaudit-2026-08-13/workview-interview-light-1440.png	docs/qa/mpq-reaudit-2026-08-13	zrzut	634421	TAK
docs/qa/mpq-reaudit-2026-08-13/workview-interview-light-768.png	docs/qa/mpq-reaudit-2026-08-13	zrzut	378925	TAK
docs/qa/mpq-reaudit-2026-08-13/workview-interview-light-zoom200.png	docs/qa/mpq-reaudit-2026-08-13	zrzut	189801	TAK
docs/qa/mpq-reaudit-2026-08-13/workview-matrix-dark-1440.png	docs/qa/mpq-reaudit-2026-08-13	zrzut	347301	TAK
docs/qa/mpq-reaudit-2026-08-13/workview-matrix-light-1440.png	docs/qa/mpq-reaudit-2026-08-13	zrzut	342840	TAK
docs/qa/mpq-reaudit-2026-08-13/workview-split-light-1440.png	docs/qa/mpq-reaudit-2026-08-13	zrzut	649078	TAK
docs/qa/mpq-reaudit-2026-08-13/workview-split-scrolled-light-1440.png	docs/qa/mpq-reaudit-2026-08-13	zrzut	631786	TAK
docs/qa/mpq-workview-2026-08-13/matrix-dark.png	docs/qa/mpq-workview-2026-08-13	zrzut	34862	TAK
docs/qa/mpq-workview-2026-08-13/matrix-light.png	docs/qa/mpq-workview-2026-08-13	zrzut	34473	TAK
docs/qa/mpq-workview-2026-08-13/workview-dark.png	docs/qa/mpq-workview-2026-08-13	zrzut	227078	TAK
docs/qa/mpq-workview-2026-08-13/workview-light.png	docs/qa/mpq-workview-2026-08-13	zrzut	223546	TAK
docs/qa/e2e-full-2026-08-13/01-library.png	docs/qa/e2e-full-2026-08-13	zrzut	23911	TAK
docs/qa/e2e-full-2026-08-13/02-session.png	docs/qa/e2e-full-2026-08-13	zrzut	21827	TAK
docs/qa/e2e-full-2026-08-13/03-roles.png	docs/qa/e2e-full-2026-08-13	zrzut	110957	TAK
docs/qa/e2e-full-2026-08-13/04-manual-input-evidence.png	docs/qa/e2e-full-2026-08-13	zrzut	296397	TAK
docs/qa/e2e-full-2026-08-13/05-autosave-status.png	docs/qa/e2e-full-2026-08-13	zrzut	303014	TAK
docs/qa/e2e-full-2026-08-13/06-live-matrix.png	docs/qa/e2e-full-2026-08-13	zrzut	122089	TAK
docs/qa/e2e-full-2026-08-13/07-freeze.png	docs/qa/e2e-full-2026-08-13	zrzut	131409	TAK
docs/qa/e2e-full-2026-08-13/08-output-and-reopen-bonus.png	docs/qa/e2e-full-2026-08-13	zrzut	73033	TAK
docs/qa/e2e-full-2026-08-13/09-report-initiative.png	docs/qa/e2e-full-2026-08-13	zrzut	141066	TAK
docs/qa/e2e-full-2026-08-13/10-artifacts-after-restart.png	docs/qa/e2e-full-2026-08-13	zrzut	109026	TAK
docs/qa/e2e-full-2026-08-13/11-lineage.png	docs/qa/e2e-full-2026-08-13	zrzut	109026	TAK
docs/qa/e2e-full-2026-08-13/logs/dev-render-1.log	docs/qa/e2e-full-2026-08-13	dokument	3876	TAK
docs/qa/e2e-full-2026-08-13/logs/server-1.log	docs/qa/e2e-full-2026-08-13	dokument	264628	TAK
docs/qa/e2e-full-2026-08-13/logs/server-2.log	docs/qa/e2e-full-2026-08-13	dokument	254524	TAK
docs/qa/e2e-full-2026-08-13/logs/server-3.log	docs/qa/e2e-full-2026-08-13	dokument	100799	TAK
docs/qa/e2e-full-2026-08-13/restart-timeline.json	docs/qa/e2e-full-2026-08-13	json	324	TAK
docs/qa/e2e-full-2026-08-13/sql-lineage.txt	docs/qa/e2e-full-2026-08-13	sql	990	TAK
docs/qa/e2e-full-2026-08-13/step-verdicts.json	docs/qa/e2e-full-2026-08-13	json	7687	TAK
docs/qa/e2e-true-2026-08-13/drd-full-chain/01-library.png	docs/qa/e2e-true-2026-08-13	zrzut	23911	TAK
docs/qa/e2e-true-2026-08-13/drd-full-chain/02-session.png	docs/qa/e2e-true-2026-08-13	zrzut	21999	TAK
docs/qa/e2e-true-2026-08-13/drd-full-chain/03-roles.png	docs/qa/e2e-true-2026-08-13	zrzut	111627	TAK
docs/qa/e2e-true-2026-08-13/drd-full-chain/04-manual-input-evidence.png	docs/qa/e2e-true-2026-08-13	zrzut	41877	TAK
docs/qa/e2e-true-2026-08-13/drd-full-chain/05-autosave-status.png	docs/qa/e2e-true-2026-08-13	zrzut	304135	TAK
docs/qa/e2e-true-2026-08-13/drd-full-chain/06-live-matrix.png	docs/qa/e2e-true-2026-08-13	zrzut	133230	TAK
docs/qa/e2e-true-2026-08-13/drd-full-chain/07-freeze.png	docs/qa/e2e-true-2026-08-13	zrzut	132739	TAK
docs/qa/e2e-true-2026-08-13/drd-full-chain/08-output-and-reopen-bonus.png	docs/qa/e2e-true-2026-08-13	zrzut	72768	TAK
docs/qa/e2e-true-2026-08-13/drd-full-chain/09-report-initiative.png	docs/qa/e2e-true-2026-08-13	zrzut	141361	TAK
docs/qa/e2e-true-2026-08-13/drd-full-chain/10-artifacts-after-restart.png	docs/qa/e2e-true-2026-08-13	zrzut	109902	TAK
docs/qa/e2e-true-2026-08-13/drd-full-chain/11-lineage.png	docs/qa/e2e-true-2026-08-13	zrzut	109902	TAK
docs/qa/e2e-true-2026-08-13/drd-full-chain/logs/dev-render-1.log	docs/qa/e2e-true-2026-08-13	dokument	641	TAK
docs/qa/e2e-true-2026-08-13/drd-full-chain/logs/server-1.log	docs/qa/e2e-true-2026-08-13	dokument	105723	TAK
docs/qa/e2e-true-2026-08-13/drd-full-chain/logs/server-2.log	docs/qa/e2e-true-2026-08-13	dokument	73495	TAK
docs/qa/e2e-true-2026-08-13/drd-full-chain/logs/server-3.log	docs/qa/e2e-true-2026-08-13	dokument	55353	TAK
docs/qa/e2e-true-2026-08-13/drd-full-chain/restart-timeline.json	docs/qa/e2e-true-2026-08-13	json	324	TAK
docs/qa/e2e-true-2026-08-13/drd-full-chain/sql-lineage.txt	docs/qa/e2e-true-2026-08-13	sql	990	TAK
docs/qa/e2e-true-2026-08-13/drd-full-chain/sql-reopen-content-hash-verification.txt	docs/qa/e2e-true-2026-08-13	sql	1339	TAK
docs/qa/e2e-true-2026-08-13/drd-full-chain/step-verdicts.json	docs/qa/e2e-true-2026-08-13	json	7699	TAK
docs/qa/e2e-true-2026-08-13/extra-scenarios/A-siri-gate-attempt.png	docs/qa/e2e-true-2026-08-13	zrzut	295773	TAK
docs/qa/e2e-true-2026-08-13/extra-scenarios/B1-teresa-preview.png	docs/qa/e2e-true-2026-08-13	zrzut	317000	TAK
docs/qa/e2e-true-2026-08-13/extra-scenarios/B2-teresa-committed.png	docs/qa/e2e-true-2026-08-13	zrzut	41877	TAK
docs/qa/e2e-true-2026-08-13/extra-scenarios/C1-voice-draft-preview.png	docs/qa/e2e-true-2026-08-13	zrzut	297395	TAK
docs/qa/e2e-true-2026-08-13/extra-scenarios/C2-voice-answer-submitted.png	docs/qa/e2e-true-2026-08-13	zrzut	41877	TAK
docs/qa/e2e-true-2026-08-13/extra-scenarios/D-duplicate-submit.png	docs/qa/e2e-true-2026-08-13	zrzut	299579	TAK
docs/qa/e2e-true-2026-08-13/extra-scenarios/E-unauthorized-self-grant.png	docs/qa/e2e-true-2026-08-13	zrzut	299780	TAK
docs/qa/e2e-true-2026-08-13/extra-scenarios/G1-report-error-no-visible-banner.png	docs/qa/e2e-true-2026-08-13	zrzut	132680	TAK
docs/qa/e2e-true-2026-08-13/extra-scenarios/G2-report-retry-succeeded.png	docs/qa/e2e-true-2026-08-13	zrzut	132903	TAK
docs/qa/e2e-true-2026-08-13/extra-scenarios/logs/dev-render-1.log	docs/qa/e2e-true-2026-08-13	dokument	4487	TAK
docs/qa/e2e-true-2026-08-13/extra-scenarios/logs/server-1.log	docs/qa/e2e-true-2026-08-13	dokument	843045	TAK
docs/qa/e2e-true-2026-08-13/extra-scenarios/sql-evidence.txt	docs/qa/e2e-true-2026-08-13	sql	697	TAK
docs/qa/e2e-true-2026-08-13/extra-scenarios/step-verdicts.json	docs/qa/e2e-true-2026-08-13	json	4452	TAK
docs/qa/e2e-true-2026-08-13/offline-and-two-tabs/01-online.png	docs/qa/e2e-true-2026-08-13	zrzut	323295	TAK
docs/qa/e2e-true-2026-08-13/offline-and-two-tabs/02-real-offline.png	docs/qa/e2e-true-2026-08-13	zrzut	322316	TAK
docs/qa/e2e-true-2026-08-13/offline-and-two-tabs/03-local-change.png	docs/qa/e2e-true-2026-08-13	zrzut	39028	TAK
docs/qa/e2e-true-2026-08-13/offline-and-two-tabs/04-reconnecting.png	docs/qa/e2e-true-2026-08-13	zrzut	18282	TAK
docs/qa/e2e-true-2026-08-13/offline-and-two-tabs/05-recovered.png	docs/qa/e2e-true-2026-08-13	zrzut	323377	TAK
docs/qa/e2e-true-2026-08-13/offline-and-two-tabs/05b-settled-server.png	docs/qa/e2e-true-2026-08-13	zrzut	323334	TAK
docs/qa/e2e-true-2026-08-13/offline-and-two-tabs/06-tab-b-conflict.png	docs/qa/e2e-true-2026-08-13	zrzut	42847	TAK
docs/qa/e2e-true-2026-08-13/offline-and-two-tabs/07-tab-b-resolved.png	docs/qa/e2e-true-2026-08-13	zrzut	319048	TAK
docs/qa/e2e-true-2026-08-13/offline-and-two-tabs/logs/dev-render.log	docs/qa/e2e-true-2026-08-13	dokument	602	TAK
docs/qa/e2e-true-2026-08-13/offline-and-two-tabs/logs/server.log	docs/qa/e2e-true-2026-08-13	dokument	45786	TAK
docs/qa/offline-real-2026-08-13/01-online.png	docs/qa/offline-real-2026-08-13	zrzut	320716	TAK
docs/qa/offline-real-2026-08-13/02-real-offline.png	docs/qa/offline-real-2026-08-13	zrzut	320434	TAK
docs/qa/offline-real-2026-08-13/03-local-change.png	docs/qa/offline-real-2026-08-13	zrzut	39028	TAK
docs/qa/offline-real-2026-08-13/04-reconnecting.png	docs/qa/offline-real-2026-08-13	zrzut	18270	TAK
docs/qa/offline-real-2026-08-13/05-recovered.png	docs/qa/offline-real-2026-08-13	zrzut	320746	TAK
docs/qa/offline-real-2026-08-13/06-tab-b-conflict.png	docs/qa/offline-real-2026-08-13	zrzut	42847	TAK
docs/qa/offline-real-2026-08-13/07-tab-b-resolved.png	docs/qa/offline-real-2026-08-13	zrzut	316126	TAK
docs/qa/wire-report-presentation-2026-08-13/frozen-full-dark.png	docs/qa/wire-report-presentation-2026-08-13	zrzut	125259	TAK
docs/qa/wire-report-presentation-2026-08-13/frozen-full-light.png	docs/qa/wire-report-presentation-2026-08-13	zrzut	123332	TAK
docs/qa/wire-report-presentation-2026-08-13/presentation-dark.png	docs/qa/wire-report-presentation-2026-08-13	zrzut	45688	TAK
docs/qa/wire-report-presentation-2026-08-13/presentation-light.png	docs/qa/wire-report-presentation-2026-08-13	zrzut	45143	TAK
docs/qa/wire-report-presentation-2026-08-13/report-dark.png	docs/qa/wire-report-presentation-2026-08-13	zrzut	121868	TAK
docs/qa/wire-report-presentation-2026-08-13/report-light.png	docs/qa/wire-report-presentation-2026-08-13	zrzut	120219	TAK
docs/qa/wire-report-presentation-2026-08-13/v2-output-light.png	docs/qa/wire-report-presentation-2026-08-13	zrzut	77592	TAK
docs/qa/wire-report-presentation-2026-08-13/v2-presentation-slide2-light.png	docs/qa/wire-report-presentation-2026-08-13	zrzut	42911	TAK
docs/qa/wire-report-presentation-2026-08-13/v2-report-light.png	docs/qa/wire-report-presentation-2026-08-13	zrzut	132960	TAK
docs/qa/fix-focus-2026-08-13/01-view-mode-tabs-light.png	docs/qa/fix-focus-2026-08-13	zrzut	8590	TAK
docs/qa/fix-focus-2026-08-13/02-view-mode-tabs-dark.png	docs/qa/fix-focus-2026-08-13	zrzut	8790	TAK
docs/qa/fix-focus-2026-08-13/03-navigator-treeitem-light.png	docs/qa/fix-focus-2026-08-13	zrzut	41840	TAK
docs/qa/fix-focus-2026-08-13/04-navigator-treeitem-dark.png	docs/qa/fix-focus-2026-08-13	zrzut	42654	TAK
docs/qa/fix-hub-2026-08-13/dark-library.png	docs/qa/fix-hub-2026-08-13	zrzut	57702	TAK
docs/qa/fix-hub-2026-08-13/dark-sessions-error.png	docs/qa/fix-hub-2026-08-13	zrzut	40863	TAK
docs/qa/fix-hub-2026-08-13/dark-sessions.png	docs/qa/fix-hub-2026-08-13	zrzut	57693	TAK
docs/qa/fix-hub-2026-08-13/light-library-error-v2.png	docs/qa/fix-hub-2026-08-13	zrzut	71827	TAK
docs/qa/fix-hub-2026-08-13/light-library-error.png	docs/qa/fix-hub-2026-08-13	zrzut	71827	TAK
docs/qa/fix-hub-2026-08-13/light-library-loading.png	docs/qa/fix-hub-2026-08-13	zrzut	24487	TAK
docs/qa/fix-hub-2026-08-13/light-library.png	docs/qa/fix-hub-2026-08-13	zrzut	58064	TAK
docs/qa/fix-hub-2026-08-13/light-sessions-error.png	docs/qa/fix-hub-2026-08-13	zrzut	40388	TAK
docs/qa/fix-hub-2026-08-13/light-sessions-loading.png	docs/qa/fix-hub-2026-08-13	zrzut	39746	TAK
docs/qa/fix-hub-2026-08-13/light-sessions.png	docs/qa/fix-hub-2026-08-13	zrzut	57037	TAK
docs/qa/fix-hub-2026-08-13/narrow-768-sessions.png	docs/qa/fix-hub-2026-08-13	zrzut	41664	TAK
docs/qa/fix-hub-2026-08-13/sanity-initiatives.png	docs/qa/fix-hub-2026-08-13	zrzut	45621	TAK
docs/qa/fix-hub-2026-08-13/sanity-outputs.png	docs/qa/fix-hub-2026-08-13	zrzut	39398	TAK
docs/qa/fix-hub-2026-08-13/sanity-reports.png	docs/qa/fix-hub-2026-08-13	zrzut	49166	TAK
docs/qa/screens/dark-a11y-2026-08-13/help-disclosure-dark.png	docs/qa/screens/dark-a11y-2026-08-13	zrzut	255265	TAK
docs/qa/screens/dark-a11y-2026-08-13/interview-dark.png	docs/qa/screens/dark-a11y-2026-08-13	zrzut	225166	TAK
docs/qa/screens/dark-a11y-2026-08-13/interview-light.png	docs/qa/screens/dark-a11y-2026-08-13	zrzut	225853	TAK
docs/qa/screens/dark-a11y-2026-08-13/matrix-dark.png	docs/qa/screens/dark-a11y-2026-08-13	zrzut	81745	TAK
docs/qa/screens/dark-a11y-2026-08-13/matrix-light.png	docs/qa/screens/dark-a11y-2026-08-13	zrzut	80975	TAK
docs/qa/screens/dark-a11y-2026-08-13/resolution-card-dark.png	docs/qa/screens/dark-a11y-2026-08-13	zrzut	246631	TAK
docs/qa/screens/dark-a11y-2026-08-13/save-failed-dark.png	docs/qa/screens/dark-a11y-2026-08-13	zrzut	232575	TAK
docs/qa/screens/dark-a11y-2026-08-13/split-dark.png	docs/qa/screens/dark-a11y-2026-08-13	zrzut	236058	TAK
docs/qa/screens/dark-a11y-2026-08-13/split-light.png	docs/qa/screens/dark-a11y-2026-08-13	zrzut	236828	TAK
docs/qa/screens/teresa-2026-08-13/01-preview-diff.png	docs/qa/screens/teresa-2026-08-13	zrzut	553794	TAK
docs/qa/screens/teresa-2026-08-13/02-statement-kinds.png	docs/qa/screens/teresa-2026-08-13	zrzut	202473	TAK
docs/qa/screens/teresa-2026-08-13/03-quality-invalid.png	docs/qa/screens/teresa-2026-08-13	zrzut	148859	TAK
docs/qa/screens/teresa-2026-08-13/04-voice-draft.png	docs/qa/screens/teresa-2026-08-13	zrzut	70974	TAK
docs/qa/screens/teresa-2026-08-13/05-voice-degraded.png	docs/qa/screens/teresa-2026-08-13	zrzut	25654	TAK
docs/program/METHOD_ASSESSMENT_CORE_2026-08-13/ASSESSMENT_CORE_CANDIDATE.md	docs/program/METHOD_ASSESSMENT_CORE_2026-08-13	dokument	11233	TAK
docs/program/METHOD_ASSESSMENT_CORE_2026-08-13/ASSESSMENT_PRODUCT_CANDIDATE.md	docs/program/METHOD_ASSESSMENT_CORE_2026-08-13	dokument	19764	TAK
docs/program/METHOD_ASSESSMENT_CORE_2026-08-13/CHECKPOINT_DRD_VERTICAL_SLICE.md	docs/program/METHOD_ASSESSMENT_CORE_2026-08-13	dokument	8693	TAK
docs/program/METHOD_ASSESSMENT_CORE_2026-08-13/CONTENT_COMPLETION_REGISTER.md	docs/program/METHOD_ASSESSMENT_CORE_2026-08-13	dokument	21446	TAK
docs/program/METHOD_ASSESSMENT_CORE_2026-08-13/COORDINATION.md	docs/program/METHOD_ASSESSMENT_CORE_2026-08-13	dokument	28128	TAK
docs/program/METHOD_ASSESSMENT_CORE_2026-08-13/COORDINATION_REQUIRED_REJESTRY.md	docs/program/METHOD_ASSESSMENT_CORE_2026-08-13	dokument	4156	TAK
docs/program/METHOD_ASSESSMENT_CORE_2026-08-13/DRD_MODEL_TRACEABILITY.md	docs/program/METHOD_ASSESSMENT_CORE_2026-08-13	dokument	6622	TAK
docs/program/METHOD_ASSESSMENT_CORE_2026-08-13/DRD_PATHWAY_MAPPING_TASK.md	docs/program/METHOD_ASSESSMENT_CORE_2026-08-13	dokument	13244	TAK
docs/program/METHOD_ASSESSMENT_CORE_2026-08-13/DRD_SCORING_V1_VS_V2.md	docs/program/METHOD_ASSESSMENT_CORE_2026-08-13	dokument	12710	TAK
docs/program/METHOD_ASSESSMENT_CORE_2026-08-13/DRD_SCORING_V2_BACKFILL_PLAN.md	docs/program/METHOD_ASSESSMENT_CORE_2026-08-13	dokument	9827	TAK
docs/program/METHOD_ASSESSMENT_CORE_2026-08-13/EVIDENCE_LEDGER.md	docs/program/METHOD_ASSESSMENT_CORE_2026-08-13	dokument	51869	TAK
docs/program/METHOD_ASSESSMENT_CORE_2026-08-13/EVIDENCE_LEDGER_TESTS.md	docs/program/METHOD_ASSESSMENT_CORE_2026-08-13	dokument	10616	TAK
docs/program/METHOD_ASSESSMENT_CORE_2026-08-13/READINESS_MATRIX.md	docs/program/METHOD_ASSESSMENT_CORE_2026-08-13	dokument	4944	TAK
docs/program/METHOD_ASSESSMENT_CORE_2026-08-13/REMEDIATION_REPORT.md	docs/program/METHOD_ASSESSMENT_CORE_2026-08-13	dokument	8154	TAK
docs/program/METHOD_ASSESSMENT_CORE_2026-08-13/SHARED_CONTRACT_MANIFEST.md	docs/program/METHOD_ASSESSMENT_CORE_2026-08-13	dokument	9888	TAK
docs/program/METHOD_ASSESSMENT_CORE_2026-08-13/SIRI_PM_V1_VS_V2.md	docs/program/METHOD_ASSESSMENT_CORE_2026-08-13	dokument	8093	TAK
docs/program/METHOD_ASSESSMENT_CORE_2026-08-13/SIRI_PM_V2_BACKFILL_PLAN.md	docs/program/METHOD_ASSESSMENT_CORE_2026-08-13	dokument	10012	TAK
