claim	evidence_path_or_command	exists_on_disk	kind
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/MORNING_MVP_ACCEPTANCE_HANDOFF_2026-08-01.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/MVP_FUNCTION_IMPLEMENTATION_STATUS_LEDGER.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/MVP_GOLDEN_FLOW_MASTER_MAP.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/MVP_SUBMODULE_CONTROL_BOARD.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/MVP_WAVE2_CORE_INTEGRATION_REPORT.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/MVP_WAVE3_LOCAL_INTEGRATION_REPORT.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/ASM-001A_DISCOVERY_SYNTHESIS_2026-08-01.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/ASM-001_ASSESSMENT_MVP_AUDIT.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/CORE-ART-001_ARTIFACT_ENVELOPE_AUDIT.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/CORE-ART-002_CONTRACT_PARITY.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/CORE-ART-003A_RETRY_GUARD_AND_PARENT_IMMUTABILITY.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/CORE-ART-003B_PREFLIGHT_AND_SHEET_MATERIALIZATION_GATE.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/CORE-ART-004_EXPLICIT_PERSISTED_AND_EFFECTIVE_STATUS.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/CORE-ART-005_CANONICAL_TYPE_MAPPING.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/CORE-ART-006A_CONTENT_ENVELOPE_V1_CONTRACT.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/CORE-ART-006B_CONTENT_RESOLVER_AND_READBACK_ENDPOINT.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/CORE-ART-006C_REPORT_AND_PRESENTATION_CONTENT_ADAPTERS.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/CORE-ART-006D_SHEET_CONTENT_ADAPTER.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/CORE-ART-006E_A_CANVAS_CANONICAL_PERSISTENCE.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/CORE-ART-006E_B_WAVE5_MIRROR_AUTHORITY_QUARANTINE.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/CORE-ART-006F_MATERIALIZE_CONTENT_READBACK_E2E.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/CORE-ART-006_CONTENT_READBACK_PROGRAM.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/CORE-ART-007_PUBLISH_REVIEW_QUORUM.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/EXE-001_CANONICAL_EXECUTION_ROUTE.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/EXE-002_MANAGEMENT_SPINE_AUDIT.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/EXE-003_INITIATIVE_EXECUTION_GOLDEN_CONTRACT.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/EXE-008_COMPLETION_REPORT_2026-08-02.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/EXE-009_COMPLETION_REPORT.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/EXE-009_DISCOVERY.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/FIN-001_CANONICAL_FINANCE_ROUTE.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/FIN-003A_REAL_STATEMENT_IMPORT_E2E.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/FIN-005_DEMO_GOLDEN_FLOW_COHERENCE.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/FIN-005_IMPLEMENTATION_HANDOFF.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/FIN-005_OPERATOR_PRE_RUN.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/FIN-005_STATEMENT_INGESTION_BLOCKER_FIX_COMPLETION_REPORT.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/FIN-005_STATEMENT_INGESTION_CANONICAL_FINAL_REPORT.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/FIN-005_STATEMENT_INGESTION_INDEPENDENT_ACCEPTANCE_ROUND_4.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/FIN-006_CANDIDATE_PACK_HANDOFF_REPORT.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/FIN-006_CROSS_MODULE_CURRENCY_AND_VALUE_ENGINE.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/INI-001_INITIATIVES_MVP_AUDIT.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/MAT-002_DOCUMENT_LIBRARY_SHARE_HANDOFF.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/MAT-003A_WORKBOOK_GOLDEN_ROUNDTRIP.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/MAT-005A_DOCUMENT_CHECKPOINT_RESTORE.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/MAT-006A_PRESENTATION_RESTORE_CAS.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/MAT-006B_PRESENTATION_LIFECYCLE_E2E.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/MW-007_CALENDAR_TIME_CAPACITY_REPORT.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/MW-012_MANAGER_ACCEPTANCE_2026-08-02.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/OPS-DEMO-001_CONTROLLED_DEMO_PROMOTION.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/OPS-DEMO-002_DEMO_ENTRY_AUTH.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/OPS-DEMO-003_RECOVERY_AND_FIXTURE_HARDENING.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/OPS-SEC-001_RUNBOOK_WYSTAWIENIA_PUBLICZNEGO.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/RES-001B_CANONICAL_KPI_SCORECARD_STORE.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/RES-001_CANONICAL_RESULTS_ROUTE.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/RES-002_DISCOVERY_GATE_2026-08-01.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/RES-003A_COMPLETION_REPORT_2026-08-01.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/RES-003A_INTEGRATION_CONTRACT_FOR_LINE_C.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/RES-005_DEMO_COHERENCE_AND_GOLDEN_FLOW.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/SEC-AUTH-001_REVOKE_ALL_DOES_NOT_END_SESSIONS.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/SEC-PUB-001_ANONYMOUS_WRITE_SURFACE.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/SEC-PUB-002_PUBLIC_SYSTEM_SURFACE.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/TLS-004_COMPLETION_REPORT_2026-08-02.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/WK-P0-001_BASELINE.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/PACKETS/WK-P0-015_FRAGMENT_MAP.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/README.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/RES_012_REPORTING_SNAPSHOT_ACCEPTANCE.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/ROLE_AND_HANDOFF_PROTOCOL.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/TASK_PACKET_TEMPLATE.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/TERESA_CONVERSATION_RECOVERY_PLAN.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/TLS_007_CANDIDATE_HANDOFF_ACCEPTANCE.md	YES	FILE
dokumentacja modułu	docs/program/WEEKEND_COMPLETION_2026-08-01/UI_UX_GATE_0.md	YES	FILE
dokumentacja modułu	docs/program/recovery-2026-08-08/00_START_HERE.md	YES	FILE
dokumentacja modułu	docs/program/recovery-2026-08-08/01_CLEANUP_AND_RESUME_PLAN.md	YES	FILE
dokumentacja modułu	docs/program/recovery-2026-08-08/02_EXECUTION_REGISTER.md	YES	FILE
dokumentacja modułu	docs/program/recovery-2026-08-08/03_AGENT_RECOVERY_PACKETS.md	YES	FILE
dokumentacja modułu	docs/program/recovery-2026-08-08/04_AGENT_DELIVERY_GATE.md	YES	FILE
dokumentacja modułu	docs/program/recovery-2026-08-08/05_FIVE_AGENT_SAFE_RESTART.md	YES	FILE
dokumentacja modułu	docs/program/recovery-2026-08-08/06_FIVE_AGENT_INTEGRATION_HANDOFF.md	YES	FILE
dokumentacja modułu	docs/program/recovery-2026-08-08/FILE_OWNERSHIP_MATRIX.tsv	YES	FILE
dokumentacja modułu	docs/program/recovery-2026-08-08/MANIFEST.sha256	YES	FILE
dokumentacja modułu	docs/program/recovery-2026-08-08/QUARANTINE_WORKTREE_REGISTRY.tsv	YES	FILE
dokumentacja modułu	docs/program/recovery-2026-08-08/SHARED_FILE_INTEGRATOR_SCOPE.tsv	YES	FILE
dokumentacja modułu	docs/program/recovery-2026-08-08/track-scopes/finance.candidate.txt	YES	FILE
dokumentacja modułu	docs/program/recovery-2026-08-08/track-scopes/finance.txt	YES	FILE
dokumentacja modułu	docs/program/recovery-2026-08-08/track-scopes/shared-integrator.txt	YES	FILE
dokumentacja modułu	docs/program/recovery-2026-08-08/track-scopes/ux-table.candidate.txt	YES	FILE
dokumentacja modułu	docs/program/recovery-2026-08-08/track-scopes/ux-table.txt	YES	FILE
dokumentacja modułu	docs/program/recovery-2026-08-08/track-scopes/ux-tools.candidate.txt	YES	FILE
dokumentacja modułu	docs/program/recovery-2026-08-08/track-scopes/ux-tools.txt	YES	FILE
migracja rdzenia	server/migrations/20260813_audits_method_core.sql	YES	FILE
migracja rozdzielenia klasyfikacji	server/migrations/20260813b_audits_source_classification_split.sql	YES	FILE
golden flow e2e	server/src/services/audits/__tests__/goldenFlow.e2e.test.ts	YES	FILE
segregacja obowiazkow	server/src/services/audits/__tests__/segregationOfDuties.test.ts	YES	FILE
skrypt sprzatania danych testowych	server/scripts/cleanup-audit-test-data.ts	YES	FILE
ekrany harness dev-render	dev-render/screens	YES	DIR
migracje od zera na swiezej bazie	npx tsx server/scripts/migrate.postgres.ts (exit 0, 22 tabel audit_*)	COMMAND	COMMAND
testy uslug audits	npx vitest run server/src/services/audits --no-file-parallelism --retry=0 (149/149)	COMMAND	COMMAND
