criterion_id,applicable,status,implementation_or_evidence,test_ref,result,final_sha,blocker_group,owner_of_missing_dependency,source_file_line
CW-GR-038-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/05_CANONICAL_GRAPH_CAPABILITIES_AND_APIS.md:277; maps to one or more of the requ",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/05_CANONICAL_GRAPH_CAPABILITIES_AND_APIS.md:277
GOV-027-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/08_GOVERNANCE_AUTONOMY_APPROVALS.md:144; maps to one or more of the required sur",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI/backend (governance/history/AEV8 cross-cutting rows),docs/product/case-workspace/08_GOVERNANCE_AUTONOMY_APPROVALS.md:144
GOV-038-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/08_GOVERNANCE_AUTONOMY_APPROVALS.md:177; maps to one or more of the required sur",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI/backend (governance/history/AEV8 cross-cutting rows),docs/product/case-workspace/08_GOVERNANCE_AUTONOMY_APPROVALS.md:177
HIST-015-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/09_HISTORY_VALUE_REUSE_AND_PLAYS.md:50; maps to one or more of the required surf",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI/backend (governance/history/AEV8 cross-cutting rows),docs/product/case-workspace/09_HISTORY_VALUE_REUSE_AND_PLAYS.md:50
OD-08-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/11_OWNER_DECISION_REGISTER.md:17; maps to one or more of the required surfaces Z",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI/backend (governance/history/AEV8 cross-cutting rows),docs/product/case-workspace/11_OWNER_DECISION_REGISTER.md:17
OD-10-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/11_OWNER_DECISION_REGISTER.md:19; maps to one or more of the required surfaces Z",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI/backend (governance/history/AEV8 cross-cutting rows),docs/product/case-workspace/11_OWNER_DECISION_REGISTER.md:19
CW-SSOT-7.2-01-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:220; maps to one or more of the required surfac",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:220
CW-SSOT-7.2-02-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:224; maps to one or more of the required surfac",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:224
CW-SSOT-7.2-03-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:231; maps to one or more of the required surfac",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:231
CW-SSOT-7.2-04-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:234; maps to one or more of the required surfac",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:234
CW-SSOT-7.2-05-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:237; maps to one or more of the required surfac",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:237
CW-SSOT-7.3-01-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:242; maps to one or more of the required surfac",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:242
CW-SSOT-7.3-02-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:250; maps to one or more of the required surfac",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:250
CW-SSOT-7.4-03-M4,APPLICABLE,PASS_WITH_EVIDENCE,docs/product/case-workspace/evidence/c4-deliverable-ui-2026-08-12/README.md (2026-08-12): live keyboard round-trip against the real backend — Tab to an AVAILABLE artifact-link's Otwórz button (keyboar,,PASS,PENDING-CANDIDATE-SHA,RESOLVED,n/a — see evidence_ref/test_ref columns directly,docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:285
CW-SSOT-7.5-01-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:291; maps to one or more of the required surfac",,UNVERIFIED,PENDING-CANDIDATE-SHA,PLAN-EKSPERCKI-LISTA-NO-EVIDENCE,"Case Workspace UI (Plan tab, Ekspercki/Lista projections)",docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:291
CW-SSOT-7.5-02-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:298; maps to one or more of the required surfac",,UNVERIFIED,PENDING-CANDIDATE-SHA,ZOOM-200-NO-EVIDENCE,"Case Workspace UI (200% zoom sweep, all surfaces)",docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:298
CW-SSOT-8-01-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:304; maps to one or more of the required surfac",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:304
CW-SSOT-8-02-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:318; maps to one or more of the required surfac",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:318
CW-SSOT-10-01-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:358; maps to one or more of the required surfac",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:358
CW-SSOT-10-02-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:368; maps to one or more of the required surfac",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:368
CW-SSOT-11-01-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:378; maps to one or more of the required surfac",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:378
CW-SSOT-11-04-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:400; maps to one or more of the required surfac",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:400
CW-SSOT-14-02-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:458; maps to one or more of the required surfac",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:458
CW-SSOT-16-01-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:494; maps to one or more of the required surfac",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:494
CW-SSOT-16-02-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:521; maps to one or more of the required surfac",,UNVERIFIED,PENDING-CANDIDATE-SHA,SAVED-VIEWS-NO-EVIDENCE,Case Workspace UI (Zlecenia list saved views),docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:521
CW-SSOT-16-03-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:529; maps to one or more of the required surfac",,UNVERIFIED,PENDING-CANDIDATE-SHA,ZOOM-200-NO-EVIDENCE,"Case Workspace UI (200% zoom sweep, all surfaces)",docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:529
CW-SSOT-18-01-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:574; maps to one or more of the required surfac",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:574
CW-SSOT-18-02-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:592; maps to one or more of the required surfac",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/12_CASE_WORKSPACE_MODULE_SSOT.md:592
CW-CANON-14-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/13_CLAUDE_MULTI_AGENT_IMPLEMENTATION_MASTER_PLAN.md:55; maps to one or more of t",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/13_CLAUDE_MULTI_AGENT_IMPLEMENTATION_MASTER_PLAN.md:55
CW-CANON-16-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/13_CLAUDE_MULTI_AGENT_IMPLEMENTATION_MASTER_PLAN.md:58; maps to one or more of t",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/13_CLAUDE_MULTI_AGENT_IMPLEMENTATION_MASTER_PLAN.md:58
CW-DOD-A6-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:224; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:224
CW-DOD-E1-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:264; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:264
CW-DOD-E2-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:265; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:265
CW-DOD-E3-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:266; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:266
CW-DOD-E4-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:267; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:267
CW-DOD-E5-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:268; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:268
CW-DOD-E6-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:269; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:269
CW-DOD-E7-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:270; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:270
CW-DOD-E8-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:271; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:271
CW-DOD-E9-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:272; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:272
CW-DOD-E10-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:273; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:273
CW-DOD-E11-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:274; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,ZOOM-200-NO-EVIDENCE,"Case Workspace UI (200% zoom sweep, all surfaces)",docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:274
CW-DOD-F1-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:285; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:285
CW-DOD-F2-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:287; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:287
CW-DOD-F3-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:288; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:288
CW-DOD-F4-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:289; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:289
CW-DOD-F5-M4,APPLICABLE,PASS_WITH_EVIDENCE,"Source-level check by this M4 packet, 2026-08-12: `grep -rn ""primary-\|crimson\|#85182F\|#85182f"" src/components/CaseWorkspace/*.tsx` returns ONLY code-comment occurrences documenting the crimson rule",,PASS,PENDING-CANDIDATE-SHA,RESOLVED,n/a — see evidence_ref/test_ref columns directly,docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:290
CW-DOD-F6-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:291; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:291
CW-DOD-F7-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:292; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:292
CW-DOD-F8-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:293; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:293
CW-DOD-F9-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:294; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:294
CW-DOD-F10-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:296; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:296
CW-DOD-F11-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:298; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:298
